site_id	JKid
12046	0.0179
12059	0.0179
12074	0.0175
12169	0.0164
12286	0.0192
12287	0.0192
12301	0.0213
12308	0.0204
12310	0.0189
12312	0.0185
12313	0.0167
12314	0.0161
12316	0.0159
12317	0.0159
12357	0.0192
12363	0.0185
12408	0.0204
12431	0.0192
12436	0.0213
12437	0.0213
12438	0.0217
12443	0.0227
12455	0.0175
12480	0.0238
12528	0.0233
12578	0.0256
12604	0.0238
12648	0.0189
12666	0.0172
12685	0.0213
12690	0.0213
12706	0.0233
12732	0.0208
12751	0.0244
12753	0.0244
12778	0.0233
12779	0.0233
12781	0.0244
12817	0.0238
12828	0.0238
12892	0.0233
12923	0.025
12928	0.025
12932	0.025
12966	0.0345
12981	0.0294
13063	0.0244
13074	0.025
13082	0.0244
13083	0.025
13111	0.027
13124	0.0278
13125	0.027
13128	0.0256
13139	0.0345
13182	0.0233
13190	0.0244
13191	0.025
13281	0.0227
13295	0.0217
13334	0.0278
13337	0.027
13389	0.0294
13443	0.0408
13509	0.0185
13511	0.0182
13612	0.0328
13641	0.0247
13643	0.0238
13644	0.0244
13645	0.0238
13646	0.0256
13656	0.0116
13661	0.0118
13662	0.0116
13688	0.0137
13778	0.0189
13789	0.0536
13792	0.0508
13793	0.0508
13839	0.0192
13841	0.0179
13842	0.0169
13850	0.0156
13882	0.0139
13892	0.0149
13912	0.0149
13925	0.0152
13932	0.0164
13935	0.0175
13959	0.0182
13978	0.0426
13981	0.02
13983	0.0208
13985	0.0204
13986	0.0392
13987	0.04
14033	0.0588
14063	0.0213
14084	0.0227
14085	0.0217
14086	0.0213
14133	0.0222
14145	0.0208
14198	0.0189
14203	0.0175
14204	0.0213
14208	0.0222
14219	0.02
14236	0.0169
14250	0.0161
14260	0.0159
14277	0.0156
14281	0.0143
14293	0.0154
14335	0.0149
14362	0.0154
14370	0.0152
14375	0.0156
14411	0.0182
14471	0.0164
14485	0.0172
14504	0.0204
14510	0.0364
14512	0.0351
14514	0.0333
14516	0.0351
14540	0.0179
14566	0.0159
14585	0.0299
14591	0.0156
14608	0.0156
14619	0.0154
14625	0.0156
14703	0.0154
14718	0.0169
14728	0.0351
14729	0.0175
14764	0.0179
14773	0.0185
14791	0.0204
14800	0.0196
14825	0.0364
14831	0.0185
14836	0.0196
14846	0.0714
14893	0.0263
14914	0.0417
14922	0.0196
14926	0.0182
14978	0.0164
15019	0.037
15027	0.0182
15029	0.0182
15032	0.0196
15042	0.0169
15106	0.05
15109	0.05
15172	0.0189
15175	0.0175
15179	0.0196
15181	0.0179
15252	0.0392
15258	0.0392
15259	0.0385
15261	0.0385
15322	0.0217
15351	0.0189
15352	0.0185
15354	0.0196
15418	0.0244
15425	0.0465
15426	0.0444
15427	0.0465
15476	0.0208
15485	0.0227
15501	0.0238
15503	0.0222
15504	0.0227
15568	0.0145
15570	0.0152
15571	0.0149
15576	0.0303
15582	0.0156
15610	0.0137
15613	0.0286
15628	0.0145
15670	0.0141
15671	0.0135
15686	0.0156
15691	0.029
15692	0.0147
15757	0.0351
15765	0.0185
15766	0.0182
15767	0.0182
15773	0.0179
15783	0.0351
15801	0.0156
15836	0.0333
15837	0.0333
15838	0.0164
15948	0.0127
15956	0.0247
15975	0.0122
15976	0.0128
15980	0.0133
16007	0.0159
16008	0.0159
16009	0.0159
16098	0.0149
16100	0.0147
16123	0.0139
16147	0.0137
16153	0.0132
16154	0.0127
16160	0.0127
16161	0.0125
16165	0.0122
16215	0.0161
16238	0.0159
16247	0.0161
16248	0.0156
16249	0.0156
16250	0.0159
16302	0.0154
16306	0.0152
16307	0.0169
16308	0.0175
16309	0.0172
16310	0.0164
16312	0.0161
16313	0.0164
16326	0.0147
16327	0.0149
16329	0.0149
16341	0.0152
16383	0.0182
16417	0.0169
16429	0.0172
16452	0.0185
16454	0.0179
16455	0.0167
16473	0.0164
16476	0.0182
16477	0.0179
16478	0.0172
16549	0.0192
16551	0.0189
16561	0.0196
16605	0.0727
16717	0.0233
16748	0.025
16777	0.0233
16805	0.0227
16863	0.025
16865	0.0238
16866	0.0238
16867	0.0238
16927	0.0175
16969	0.02
16974	0.02
16989	0.0204
17015	0.0196
17016	0.0196
17064	0.0189
17072	0.0185
17091	0.0185
17093	0.0182
17118	0.0167
17122	0.0357
17217	0.0208
17219	0.0204
17233	0.0227
17234	0.0208
17261	0.0303
17335	0.0233
17336	0.0238
17338	0.0244
17422	0.0233
17437	0.02
17461	0.0323
17462	0.0323
17463	0.0328
17464	0.0323
17465	0.0312
17469	0.0149
17470	0.0149
17471	0.0156
17473	0.0149
17485	0.0152
17486	0.0145
17487	0.0143
17505	0.0152
17506	0.0149
17507	0.0147
17516	0.0141
17517	0.0139
17523	0.0143
17548	0.0141
17564	0.0143
17586	0.0145
17611	0.0377
17618	0.0196
17620	0.0208
17621	0.0208
17636	0.0256
17645	0.0238
17646	0.0244
17649	0.05
17654	0.0227
17655	0.0233
17656	0.0233
17657	0.0217
17671	0.0233
17702	0.0227
17735	0.0227
17736	0.0222
17737	0.0227
17792	0.0213
17795	0.0204
17798	0.0208
17799	0.0208
17820	0.0213
17823	0.0213
17824	0.0217
17826	0.0213
17828	0.0213
17836	0.0204
17839	0.0204
17840	0.02
17865	0.0192
17874	0.0172
17880	0.0172
17885	0.0192
17886	0.0192
17887	0.0192
17899	0.0192
17900	0.0196
17987	0.0208
17989	0.0217
18018	0.0233
18033	0.0238
18034	0.0233
18035	0.0233
18038	0.02
18053	0.0238
18067	0.0192
18072	0.0189
18082	0.0566
18144	0.0238
18181	0.0196
18182	0.0392
18183	0.02
18185	0.0213
18186	0.0208
18188	0.0217
18201	0.0417
18202	0.0417
18258	0.0213
18277	0.0172
18278	0.0179
18279	0.0179
18281	0.0182
18336	0.0204
18355	0.0238
18358	0.0455
18360	0.0465
18361	0.0465
18366	0.0426
18397	0.0192
18426	0.0189
18428	0.0189
18431	0.0167
18479	0.0727
18492	0.0192
18500	0.0385
18509	0.0196
18522	0.0435
18523	0.0455
18524	0.0444
18525	0.0208
18665	0.0286
18673	0.0556
18674	0.0541
18699	0.0278
18711	0.0303
18812	0.0256
18828	0.0455
18885	0.0227
18901	0.02
18903	0.0217
18904	0.0217
18905	0.0227
18914	0.02
18923	0.02
18934	0.0189
18935	0.0192
18936	0.0196
18974	0.0227
18995	0.0233
18996	0.0244
18998	0.0244
19024	0.02
19025	0.02
19028	0.0196
19053	0.0227
19055	0.0227
19087	0.02
19088	0.0213
19094	0.0213
19095	0.0208
19096	0.0213
19098	0.0217
19111	0.0222
19113	0.0227
19139	0.0208
19142	0.0204
19143	0.0208
19170	0.0238
19171	0.025
19172	0.0227
19174	0.0217
19219	0.0189
19220	0.0385
19222	0.0208
19225	0.0185
19226	0.0189
19228	0.0185
19229	0.0175
19244	0.0185
19257	0.0189
19265	0.0179
19298	0.0204
19335	0.0577
19338	0.0625
19339	0.02
19364	0.0213
19367	0.0444
19394	0.0164
19437	0.0164
19468	0.0167
19481	0.0189
19482	0.0189
19483	0.0189
19488	0.0588
19489	0.0185
19490	0.0196
19515	0.0227
19519	0.0222
19520	0.0244
19579	0.0256
19653	0.0189
19775	0.0476
19785	0.0345
19792	0.0175
19824	0.0175
19891	0.0317
19893	0.0308
19894	0.0308
19902	0.0274
19905	0.0274
19955	0.0147
19959	0.0141
19961	0.0141
19969	0.0137
19971	0.0263
19972	0.0141
19974	0.0143
19975	0.029
19990	0.0137
20043	0.0156
20049	0.0312
20050	0.0312
20051	0.0312
20069	0.0167
20093	0.0139
20096	0.0145
20120	0.0149
20121	0.0152
20123	0.0156
20137	0.0172
20153	0.0179
20168	0.0169
20188	0.0172
20205	0.02
20258	0.0222
20262	0.0238
20267	0.025
20278	0.025
20286	0.0488
20304	0.0286
20361	0.0333
20363	0.0345
20373	0.0667
20410	0.0345
20416	0.0312
20444	0.027
20447	0.0286
20501	0.0263
20512	0.0286
20513	0.0278
20529	0.0286
20549	0.0278
20567	0.0233
20585	0.025
20596	0.0256
20691	0.0426
20695	0.0444
20697	0.0476
20699	0.0435
20700	0.0444
20701	0.0435
20712	0.02
20809	0.0179
20828	0.0189
20832	0.0204
20840	0.0185
20844	0.0182
20846	0.0185
20847	0.0182
20849	0.0377
20850	0.0345
20854	0.0172
20873	0.0156
20939	0.0141
20957	0.0135
20990	0.0159
21000	0.0323
21034	0.0208
21348	0.0244
21384	0.027
21392	0.0213
21410	0.0217
21459	0.0233
21499	0.0238
21530	0.0256
21531	0.0465
21532	0.0233
21554	0.0286
21578	0.0278
21602	0.0286
21610	0.0286
21655	0.025
21659	0.027
21660	0.0278
21661	0.0244
21665	0.0217
21666	0.0222
21760	0.0192
21762	0.0185
21775	0.0192
21839	0.0213
21840	0.0217
21852	0.0208
21907	0.0192
21908	0.0192
21911	0.0192
21989	0.0192
21990	0.0192
22086	0.0333
22089	0.0323
22093	0.0333
22176	0.0244
22192	0.025
22197	0.025
22226	0.0256
22232	0.0278
22233	0.0263
22238	0.0455
22242	0.0222
22303	0.0217
22359	0.0244
22441	0.0256
22453	0.027
22542	0.0233
22543	0.0238
22544	0.0233
22549	0.0213
22561	0.0392
22636	0.0143
22679	0.0274
22682	0.026
22684	0.0274
22688	0.027
22691	0.0137
22694	0.0135
22695	0.0133
22700	0.0137
22718	0.0149
22753	0.0169
22756	0.0179
22769	0.0169
22772	0.0161
22785	0.0222
22829	0.0488
22832	0.05
22865	0.0263
22915	0.0256
22945	0.0256
22946	0.0233
22947	0.0625
22948	0.0588
22952	0.0612
22955	0.0577
22963	0.0204
23070	0.025
23095	0.0312
23096	0.0312
23097	0.037
23114	0.027
23116	0.0227
23167	0.0263
23264	0.0333
23281	0.0455
23286	0.0435
23292	0.08
23318	0.0345
23359	0.0256
23430	0.0233
23451	0.025
23479	0.037
23539	0.0769
23554	0.0833
23599	0.333
24175	0.125
24206	0.1
24422	0.02
24423	0.02
24514	0.0208
24568	0.0222
24573	0.0217
24575	0.0208
24576	0.0204
24677	0.0169
24680	0.0172
24687	0.0161
24725	0.0175
24726	0.0175
24782	0.0179
24792	0.0167
24801	0.0169
24810	0.0179
24811	0.0182
24813	0.0175
24823	0.0172
24824	0.0169
24826	0.0179
24829	0.0172
24862	0.0143
24868	0.0143
24869	0.0143
24870	0.0145
24871	0.0149
24941	0.0179
25020	0.0233
25021	0.0227
25083	0.0263
25084	0.0256
25085	0.0233
25166	0.0645
25171	0.0286
25172	0.0294
25175	0.0286
25199	0.0263
25217	0.025
25220	0.0256
25222	0.0244
25223	0.0233
25233	0.0476
25235	0.0256
25321	0.0263
25322	0.0263
25323	0.0256
25324	0.025
25353	0.0278
25366	0.025
25369	0.0263
25524	0.0513
25607	0.0571
25609	0.05
25668	0.0625
25671	0.0588
25691	0.0286
25756	0.0588
25757	0.0588
26030	0.0303
26038	0.0256
26129	0.0222
26130	0.0217
26131	0.0213
26179	0.0185
26180	0.0175
26184	0.0185
26186	0.0217
26187	0.0208
26188	0.0204
26232	0.0392
26275	0.0238
26276	0.0233
26298	0.0377
26302	0.0182
26304	0.0175
26307	0.0169
26308	0.0169
26314	0.0164
26327	0.0161
26329	0.0161
26332	0.0164
26335	0.0164
26356	0.0147
26361	0.0133
26373	0.0132
26389	0.0137
26390	0.0139
26420	0.0132
26441	0.012
26456	0.0139
26460	0.0135
26461	0.0139
26463	0.0143
26481	0.0133
26511	0.0125
26537	0.0122
26541	0.0125
26564	0.0127
26567	0.0133
26571	0.0278
26574	0.0143
26575	0.0143
26576	0.0141
26601	0.0152
26606	0.0156
26610	0.0172
26612	0.0161
26617	0.0164
26648	0.0217
26654	0.0435
26655	0.0192
26658	0.0192
26679	0.0189
26781	0.0238
26803	0.0238
26807	0.0278
26808	0.0286
26809	0.0286
26822	0.0303
26931	0.027
26932	0.027
26933	0.0238
26934	0.0244
26971	0.025
26990	0.0233
27021	0.0455
27026	0.0222
27033	0.0213
27073	0.0204
27083	0.0213
27084	0.0408
27085	0.0217
27104	0.025
27122	0.0217
27124	0.0217
27165	0.0227
27186	0.0303
27225	0.0182
27246	0.0192
27247	0.0192
27261	0.0204
27361	0.0196
27364	0.0217
27396	0.0278
27448	0.0333
27489	0.0294
27496	0.0312
27514	0.0312
27524	0.0303
27535	0.0244
27570	0.0233
27588	0.0233
27596	0.0256
27597	0.0256
27637	0.0286
27638	0.0286
27639	0.0286
27654	0.025
27700	0.0312
27701	0.0294
27704	0.0294
27706	0.0294
27707	0.0286
27733	0.0286
27785	0.0213
27787	0.0217
27847	0.0233
27848	0.0233
27849	0.0244
27934	0.0303
28037	0.0217
28040	0.0213
28042	0.0213
28045	0.0217
28047	0.0222
28054	0.025
28089	0.0294
28106	0.0333
28126	0.0323
28201	0.0303
28350	0.0323
28351	0.0312
28374	0.0278
28375	0.0286
28463	0.0312
28705	0.0256
28708	0.0256
28709	0.0256
28747	0.0286
28783	0.0294
28793	0.0263
28819	0.0303
28851	0.0244
28880	0.0244
28881	0.0222
28885	0.0217
28886	0.0227
28887	0.0222
29030	0.0217
29035	0.0238
29037	0.0233
29055	0.0238
29058	0.025
29079	0.0204
29084	0.0189
29085	0.0192
29086	0.0182
29100	0.0179
29122	0.02
29152	0.0182
29196	0.0204
29197	0.0196
29201	0.0196
29202	0.0192
29203	0.0213
29206	0.0213
29229	0.0222
29232	0.0227
29247	0.025
29283	0.0286
29291	0.0286
29292	0.0286
29293	0.0294
29334	0.0238
29344	0.02
29346	0.0196
29360	0.02
29362	0.02
29424	0.02
29437	0.0222
29461	0.0227
29478	0.0256
29482	0.0222
29483	0.0227
29484	0.0227
29488	0.0488
29513	0.0227
29517	0.0227
29520	0.0227
29521	0.0227
29523	0.0233
29535	0.0227
29624	0.0164
29632	0.0175
29636	0.0417
29637	0.04
29649	0.0161
29650	0.0159
29669	0.0167
29670	0.0156
29671	0.0159
29680	0.0161
29690	0.0161
29694	0.0169
29695	0.0167
29697	0.0159
29699	0.0317
29715	0.0169
29717	0.0169
29726	0.0169
29729	0.0345
29757	0.0164
29760	0.0333
29767	0.0161
29775	0.02
29798	0.0164
29800	0.0196
29830	0.0196
29842	0.0189
29870	0.0208
29912	0.0213
29914	0.0213
29917	0.0222
29933	0.0244
29934	0.0244
29938	0.0244
29941	0.0323
29943	0.0323
29959	0.0312
29961	0.0294
29963	0.0286
30057	0.0256
30059	0.0256
30061	0.0256
30068	0.027
30069	0.0244
30072	0.0256
30106	0.025
30163	0.0217
30195	0.0227
30206	0.0217
30265	0.0179
30266	0.0179
30397	0.0179
30398	0.0179
30402	0.0175
30403	0.02
30407	0.02
30456	0.0192
30458	0.0189
30466	0.0172
30526	0.0196
30527	0.0192
30529	0.0192
30546	0.0196
30547	0.0196
30549	0.0196
30552	0.02
30553	0.0192
30565	0.0179
30602	0.0233
30603	0.0222
30606	0.0208
30608	0.0233
30641	0.0208
30644	0.0213
30645	0.0208
30646	0.0213
30647	0.0208
30679	0.0222
30702	0.0204
30736	0.0263
30764	0.0263
30771	0.0256
30834	0.0541
30835	0.0541
30849	0.025
30850	0.0238
30932	0.0233
30935	0.0217
30940	0.0204
30987	0.0238
30995	0.105
31009	0.0323
31035	0.0312
31046	0.0286
31084	0.0333
31085	0.0345
31128	0.025
31156	0.0217
31161	0.0189
31162	0.0189
31163	0.0185
31184	0.0175
31203	0.0185
31238	0.0192
31256	0.0196
31263	0.0192
31342	0.0426
31360	0.0196
31369	0.0816
31380	0.0192
31386	0.037
31393	0.0169
31399	0.0182
31467	0.0196
31492	0.0233
31505	0.0217
31539	0.0233
31545	0.0208
31546	0.0213
31547	0.0222
31616	0.0213
31632	0.0222
31711	0.02
31714	0.0185
31734	0.02
31737	0.0189
31748	0.0167
31759	0.0167
31761	0.0164
31773	0.0161
31777	0.0167
31787	0.0172
31800	0.0161
31855	0.0179
31856	0.0175
31863	0.0196
31902	0.025
32006	0.0357
32007	0.0357
32015	0.0333
32044	0.037
32045	0.0333
32046	0.0345
32050	0.0333
32051	0.0303
32087	0.0417
32109	0.0208
32190	0.0182
32192	0.0179
32194	0.0182
32198	0.0185
32199	0.0189
32217	0.0175
32220	0.0172
32221	0.0179
32292	0.0161
32338	0.0156
32339	0.0156
32340	0.0156
32347	0.0149
32353	0.0137
32357	0.0169
32360	0.0175
32361	0.0179
32362	0.0175
32371	0.0164
32399	0.0159
32418	0.0172
32434	0.0164
32436	0.0159
32438	0.0159
32494	0.0149
32529	0.0189
32537	0.0417
32578	0.0312
32585	0.0182
32587	0.037
32665	0.0256
32667	0.0312
32673	0.0263
32679	0.0256
32692	0.025
32771	0.0222
32798	0.0213
32846	0.0286
32918	0.0256
32919	0.0256
32920	0.0256
32921	0.0256
32922	0.0256
33011	0.0286
33057	0.0455
33058	0.0444
33139	0.0364
33208	0.05
33220	0.0238
33231	0.027
33246	0.0256
33265	0.0233
33300	0.0217
33307	0.0213
33310	0.0213
33323	0.0217
33376	0.0238
33422	0.0278
33449	0.0312
33455	0.0606
33471	0.0227
33472	0.0227
33473	0.0227
33475	0.0204
33515	0.0426
33527	0.0222
33577	0.0476
33593	0.0392
33594	0.0392
33600	0.0392
33603	0.0213
33617	0.0196
33618	0.037
33620	0.0182
33623	0.0179
33630	0.0189
33632	0.0192
33636	0.0189
33725	0.0154
33741	0.0164
33742	0.0175
33746	0.0179
33756	0.0204
33757	0.0204
33759	0.0208
33822	0.0238
33823	0.0227
33838	0.0227
33879	0.0204
33904	0.0204
33905	0.0204
34035	0.0208
34037	0.0217
34048	0.0208
34049	0.0208
34050	0.0213
34104	0.0238
34107	0.05
34124	0.0263
34125	0.027
34146	0.0238
34173	0.0263
34234	0.0312
34254	0.0385
34271	0.04
34273	0.037
34289	0.0417
34304	0.05
34464	0.027
34519	0.025
34563	0.0217
34565	0.0217
34566	0.0222
34594	0.0244
34604	0.0238
34611	0.0217
34619	0.0238
34629	0.0233
34631	0.0233
34658	0.0222
34661	0.0238
34691	0.0204
34711	0.0196
34712	0.0196
34713	0.0204
34754	0.0227
34759	0.0244
34859	0.037
34958	0.0294
34966	0.027
34967	0.0263
34972	0.027
34984	0.0294
35004	0.0345
35019	0.0588
35070	0.027
35072	0.027
35074	0.0263
35090	0.0238
35098	0.025
35108	0.0465
35117	0.0256
35125	0.075
35126	0.0769
35203	0.0263
35218	0.0263
35219	0.025
35220	0.027
35221	0.0256
35223	0.0256
35250	0.0278
35255	0.0312
35261	0.0303
35275	0.0233
35335	0.0286
35355	0.0256
35357	0.027
35358	0.0263
35360	0.0244
35377	0.025
35379	0.025
35482	0.0182
35540	0.0196
35543	0.0222
35544	0.0222
35547	0.0222
35594	0.0233
35610	0.0227
35611	0.0222
35640	0.0233
35685	0.027
35689	0.027
35692	0.0286
35703	0.027
35728	0.0256
35759	0.0278
35760	0.0278
35769	0.027
35788	0.0294
35789	0.027
35790	0.0263
35792	0.0263
35820	0.0233
35822	0.0238
35860	0.0244
35868	0.0256
35906	0.0213
35922	0.0435
35940	0.0217
35942	0.0222
35997	0.0244
36000	0.0256
36012	0.0476
36032	0.0286
36080	0.027
36143	0.0256
36146	0.025
36148	0.0238
36149	0.0227
36151	0.0244
36265	0.02
36370	0.0339
36380	0.0164
36457	0.02
36503	0.0213
36519	0.0444
36520	0.0238
36567	0.0303
36568	0.0323
36572	0.0294
36573	0.0303
36579	0.0303
36613	0.0263
36614	0.0256
36617	0.025
36645	0.0444
36708	0.0222
36716	0.0213
36717	0.0204
36718	0.0204
36722	0.0213
36724	0.0208
36739	0.0233
36763	0.0244
36764	0.0227
36865	0.0333
36866	0.0323
36868	0.0312
36894	0.0263
36896	0.0278
36897	0.0278
36923	0.0345
36952	0.0312
36968	0.0278
37017	0.0303
37029	0.0263
37030	0.0263
37031	0.0263
37033	0.025
37044	0.0294
37045	0.0278
37046	0.0286
37061	0.0303
37067	0.0286
37083	0.0333
37111	0.027
37112	0.0256
37115	0.027
37116	0.0286
37117	0.0303
37171	0.0278
37175	0.0278
37176	0.027
37177	0.0263
37178	0.0541
37179	0.0263
37181	0.0294
37236	0.0556
37263	0.0357
37292	0.0333
37307	0.0606
37310	0.0541
37379	0.0426
37388	0.0233
37406	0.0204
37437	0.0213
37451	0.025
37454	0.0465
37455	0.0465
37469	0.0244
37619	0.0204
37638	0.0213
37652	0.0444
37700	0.0213
37705	0.0208
37708	0.0208
37796	0.0179
37835	0.0189
37848	0.0185
37849	0.0182
37886	0.0204
37924	0.0227
37926	0.0222
37927	0.0217
