site_id	JKid	ZYMO_Standard
4035	1	0
4059	0.1	0
4122	0.0833	0
4124	0.0769	0
4140	0.0714	0
4141	0.0714	0
4194	0.0625	0
4197	0.0625	0
4213	0.0625	0.167
4226	0.0625	0
4227	0.0667	0
4228	0.0667	0
4232	0	0.167
4266	0.0625	0
4268	0.0588	0
4271	0.0588	0
4273	0.0588	0
4276	0.0625	0
4280	0.0667	0
4290	0.0714	0
4291	0.0667	0
4309	0.118	0
4345	0.0625	0
4347	0.0625	0
4376	0.0769	0
4377	0.0769	0
4378	0.0714	0
4423	0.0714	0
4457	0	1
4458	0	1
4487	0	1
4526	0	1
4533	0	1
4539	0	1
4548	0	1
4569	0	1
4574	0	1
4576	0	1
4603	0	1
4613	0	1
4664	1	0
4677	1	0
4688	1	0
4701	1	0
4730	1	0
4741	1	0
4778	0.1	0
4802	0	0.125
4818	0	1
4839	0	0.143
4869	0	1
4899	0	1
4947	0	1
4976	1	0
5016	1	0
5020	0	0.111
5023	1	0
5194	0	0.167
5212	0.1	0
5250	0	1
5283	1	0
5322	0	1
5379	1	0
5412	1	0
5421	0	1
5465	0	0.1
5472	0	1
5559	0	1
5670	0	1
5691	0	1
5798	0	1
5835	1	0
5946	1	0
5964	1	0
5980	0.111	0
6005	0	0.267
6008	0	0.0667
6015	1	0
6042	1	0
6051	1	0
6060	1	0
6081	1	0
6098	0	0.1
6150	0	1
6159	0.0667	0
6161	0.0625	0
6162	0.0625	0
6164	0.0667	0
6183	0	1
6189	0	1
6247	0	0.125
6308	0.143	0
6310	0.143	0
6312	0.167	0
6313	0.143	0
6314	0.143	0
6315	0.167	0
6628	1	0
6634	1	0
6643	1	0
6679	0.222	0
6751	0.154	0
6768	0.167	0
6774	0.1	0
6781	0	0.0909
6782	0	0.1
6783	0	0.111
6829	1	0
6896	0	0.1
6900	0	0.222
6930	0	0.125
6934	0	0.143
6979	0.222	0
7021	0	1
7039	0	1
7209	0.125	0
7329	0	0.0909
7356	0.0714	0
7450	0.0714	0
7648	1	0
7695	0.143	0
7725	0	1
7732	0	0.0833
7886	0.143	0
7903	0.0769	0
7924	0.0714	0
8066	1	0
8072	0	1
8141	0	1
8180	0	1
8255	0	1
8315	0	1
8357	1	0
8360	1	0
8390	0	1
8438	0	1
8447	0	1
8528	0	1
8584	0	0.125
8617	1	0
8657	0	0.125
8734	0	0.111
8736	0	0.111
8771	0	1
8785	0	0.0833
8929	0	0.333
8958	0.0714	0
8976	0	1
9077	0	0.111
9078	0	0.111
9174	0	1
9314	0	0.167
9490	0	1
9546	0	0.2
9567	0.0714	0
9599	0	0.2
9610	0	1
9649	0	1
9654	0.0588	0
9664	0	1
9696	0	0.333
9766	0	1
9790	0	1
9823	0	1
9880	0	0.333
9936	0	0.167
9979	0	1
10401	0	1
10416	0	0.111
10446	0	1
10467	0	1
10473	0	0.125
10474	0	0.2
10476	0	0.2
10548	0	1
10572	0	1
10590	0	1
10596	1	0
10599	1	0
10602	1	0
10626	1	0
10665	1	0
10671	1	0
10677	1	0
10680	1	0
10689	1	0
10695	1	0
10698	1	0
11004	1	0
11013	1	0
11016	1	0
11061	1	0
11073	1	0
11150	0	0.143
11153	0	0.143
11154	0	0.125
11156	0	0.125
11158	0	0.125
11159	0	0.125
11305	0	0.143
11306	0	0.125
11322	0.0833	0
11324	0.0769	0
11337	0	1
11403	0	1
11443	0.0769	0
11444	0.0769	0
11447	0.0769	0
11453	0.111	0
11454	0.125	0
11455	0.125	0
11457	0.125	0
11465	0	1
11610	0.0769	0
11932	0	0.0714
11947	0.167	0
12055	1	0
12058	0	0.111
12145	0	0.111
12158	0	0.0833
12160	0	0.0833
12181	0	0.0769
12286	0.0909	0
12307	0	0.143
12309	0	0.2
12313	0	0.25
12314	0	0.2
12396	0	0.111
12436	0.0526	0
12437	0.0556	0
12446	0	1
12466	0.0667	0
12501	0.1	0
12502	0	1
12513	0.143	0
12557	0.143	0
12622	0	1
12670	0	1
12712	0	1
12715	0	1
12718	1	0
12730	1	0
12925	0	1
12937	0	1
13021	0	1
13024	0.0769	0
13033	0	1
13039	0.0714	0
13064	1	0
13169	0	1
13316	0.0625	0
13331	0.0556	0
13339	0	1
13357	0	1
13368	0.0625	0
13384	0	1
13411	0	1
13414	0.0625	0
13419	0	0.111
13471	0	1
13474	1	0
13483	1	0
13534	0	1
13566	0	0.0909
13568	0	0.0909
13577	0.0833	0
13663	0	0.25
13672	0	1
13707	0	0.0833
13792	1	0
13826	1	0
13936	0	1
13954	0	1
14176	0	0.0588
14325	0	0.0909
14327	0	0.0833
14328	0	0.0833
14338	0	0.125
14345	1	0
14348	0	1
14452	0.0556	0
14482	0.0588	0
14484	0.0556	0
14696	0.0909	0
14807	0.0714	0
14841	0.0833	0
14950	1	0
14965	1	0
15090	0	0.111
15136	0.0769	0
15165	0	0.111
15207	0	0.111
15211	0	1
15214	0	1
15235	0	1
15239	0	1
15242	0.2	0
15289	0	1
15356	0.167	0
15359	0.125	0
15370	0	0.167
15372	0	0.167
15373	0	0.833
15381	0.111	0
15421	0	1
15460	0	1
15518	0	0.0833
15519	0	0.0833
15521	0	0.0833
15522	0	0.0833
15523	1	0
15577	1	0
15589	1	0
15640	0	1
15673	0	1
15918	0	0.143
15929	0.0909	0
15930	0.0909	0
15946	0	1
15964	0	1
16079	0.0625	0
16115	0	1
16116	0	0.143
16142	0.05	0
16156	0.0625	0
16204	0	1
16267	0	0.143
16271	0.2	0
16279	0	1
16294	1	0
16310	0.2	0
16536	0.0625	0
16550	0	1
16735	0.0909	0
16738	0	1
16741	0	1
16754	0	1
16758	0	1
16762	0	1
16771	0	1
16772	0	1
16834	0.0556	0
17024	0	1
17068	0	0.0714
17118	1	0
17191	1	0
17231	0	0.1
17234	1	0
17263	0	1
17287	0	1
17320	0	1
17326	0	1
17338	0	1
17350	0	1
17386	0	1
17425	0	1
17592	1	0
17638	0	0.0625
17666	1	0
17678	1	0
17698	0.111	0
17700	0.111	0
17710	1	0
17715	0.0833	0
17728	1	0
17753	0	1
17779	0	0.0909
17832	0	0.0909
17833	0	0.0833
17847	0.0909	0
17852	0.0769	0
17867	0.1	0
17882	0	1
17911	0.0833	0
17912	0.0909	0
17921	0	1
18059	0.2	0.182
18068	1	0
18092	1	0
18095	1	0
18101	1	0
18104	1	0
18170	1	0
18173	1	0
18251	1	0
18333	0.143	0
18357	1	0
18371	0.143	0
18435	1	0
18482	1	0
18526	0	0.25
18528	1	0
18542	1	0
18549	1	0
18552	1	0
18567	0	0.667
18569	0	1
18576	0	1
18609	0	1
18618	0	1
18634	0.25	0
18636	0	1
18659	0.143	0
18682	0.143	0
18694	1	0
18747	0.167	0
18766	0	0.2
18785	0.182	0
18843	0	1
18880	0.0526	0
18882	0	1
18966	0	1
19023	0.0556	0
19025	0.0556	0
19034	0.0526	0
19083	0	1
19085	0	0.167
19155	0	0.143
19171	0.0769	0
19172	0.0714	0
19174	0.0769	0
19193	0.0833	0
19203	0	1
19211	0	0.111
19218	0	1
19221	0	1
19251	1	0
19257	0.0909	0
19258	0.0909	0
19305	1	0
19326	1	0
19482	0	1
19526	0.0667	0
19539	0	1
19559	0	0.2
19560	0	0.2
19561	0	0.2
19602	0.1	0
19604	0.111	0
19608	0	1
19641	0	1
19689	0	1
19710	0	0.111
19711	0	0.111
19753	0.05	0
19759	0	0.333
19760	0	0.25
19761	0	0.25
19764	0	0.25
19765	0	0.25
19766	0	0.25
19839	0.1	0
19850	0	1
19854	0	1
19856	0.0556	0
19896	0.0714	0
19913	0	0.25
19915	0	0.25
19922	0	1
19967	0.0833	0
20042	0	1
20120	0.0667	0
20125	1	0
20130	0	0.0625
20237	0	1
20252	0	0.0667
20327	0	1
20339	0	1
20447	0	1
20471	0	1
20638	0	0.333
20663	0	1
20759	1	0
20768	1	0
20788	0	0.111
20789	0	0.111
20790	0	0.111
20799	0.25	0
20802	0.154	0
20809	0	1
20826	0.167	0
20827	0.154	0
20828	0.154	0
20976	0.15	0
21038	0	1
21064	0	1
21083	0	1
21154	0	1
21157	0	1
21189	0	0.1
21220	0	1
21232	1	0
21259	0	1
21316	1	0
21350	0	0.0625
21353	0	0.0625
21354	0	0.0625
21356	0	0.0625
21432	0.111	0
21497	0	0.0833
21499	1	0
21500	0	0.1
21502	0	0.9
21524	0	0.143
21556	0	0.143
21557	0	0.143
21591	0	1
21735	1	0
21840	1	0
21867	0.0833	0
21885	0.0909	0
22109	0.0833	0
22131	1	0
22149	1	0
22260	0	1
22386	0	1
22505	0	0.1
22506	0	0.111
22508	0	0.0909
22518	1	0
22521	1	0
22524	1	0
22530	1	0
22536	1	0
22542	1	0
22543	1	0
22545	1	0
22593	1	0
22599	1	0
22605	1	0
22617	1	0
22625	1	0
22632	1	0
22655	0	0.1
22656	0	0.1
22717	0	0.125
22779	0	1
22785	0	1
22788	0	1
22839	0	1
22848	0	1
22851	0	1
22860	0	1
22875	0	1
22881	0	1
22890	0	1
22900	0	1
22935	1	0
22938	1	0
22941	1	0
22980	1	0
22995	1	0
23001	1	0
23028	1	0
23032	0	0.125
23034	1	0
23061	1	0
23065	0	0.167
23109	0	1
23127	0	1
23149	0.1	0
23150	0.111	0
23213	0.125	0
23228	0	0.167
23236	0	0.167
23244	0	1
23279	1	0
23300	0.125	0
23305	0	0.0909
23346	0	1
23354	1	0
23410	0	1
23428	0	1
23444	1	0
23465	0	0.0909
23476	0	0.1
23503	0	0.111
23515	0.0909	0
23517	0.0909	0
23575	1	0
23605	1	0
23666	0.125	0
23667	0.125	0
23695	0.0909	0
23728	0.1	0
23795	0	0.111
23815	0	1
23816	0.0667	0
23817	0.0714	0
23818	1	0
23824	1	0
23875	1	0
23926	1	0
23932	0	0.0909
23965	1	0
24031	1	0
24064	1	0
24080	0.111	0
24083	0.0909	0
24221	1	0
24231	0.0833	0
24232	0.909	0
24238	1	0
24242	1	0
24244	1	0
24262	1	0
24283	1	0
24299	0	0.0714
24325	1	0
24331	1	0
24359	0.0909	0
24374	0	1
24379	0	1
24385	0	1
24397	0	1
24475	0	1
24631	0	0.0909
24645	0	0.125
24685	0	1
24688	1	0
24697	0	1
24733	0	1
24760	1	0
24763	1	0
24777	1	0
24781	1	0
24808	0	1
24847	0	1
24901	1	0
24938	0.2	0
24949	1	0
24954	0.125	0
24955	1	0
24958	1	0
24982	1	0
25072	0	1
25192	0.0625	0
25195	0.0625	0
25196	0.1	0
25341	0.0556	0
25342	0.0556	0
25343	0.111	0
25441	0	1
25495	0	1
25567	0	1
25570	0	1
25626	0	0.1
25673	0.0769	0
25705	0.111	0
25713	0	1
25732	0	1
25823	0.0714	0
25863	1	0
25866	1	0
25870	1	0
25878	1	0
25914	1	0
25920	1	0
25953	0	0.0833
25956	1	0
25974	1	0
25977	1	0
26005	1	0
26025	1	0
26032	0	0.0625
26160	0	1
26208	0	1
26217	0	1
26262	0	1
26265	0	1
26316	0	1
26334	0	1
26402	0.0833	0
26404	0.0909	0
26405	0.0833	0
26406	0.1	0
26471	0	0.125
26478	0.0833	0
26481	0	1
26547	0	1
26550	0.0769	0
26553	0.0714	0
26595	0	1
26598	0	1
26733	1	0
26856	0	1
26865	0	1
26871	0	1
26893	0	1
26952	0	1
27066	0.0909	0
27084	0	1
27093	0	1
27123	1	0
27147	1	0
27154	0.0909	0
27279	0	1
27294	0	1
27300	0.0769	0
27301	0.0769	0
27302	0.0714	0
27324	0	1
27369	1	0
27443	0.1	0
27446	0	0.167
27501	0	1
27507	1	0
27525	1	0
27549	0.1	0
27575	0.0667	0
27720	0.05	1
27738	0	1
27910	0.0909	0
27911	0.0909	0
27947	0.25	0
27961	1	0
28048	0.0714	0
28049	0.0769	0
28050	0.0769	0
28051	0.0714	0
28056	0.0667	0
28057	0.0714	0
28058	0.0625	0
28061	0.0667	0
28110	0	1
28167	0	0.1
28175	0.0556	0
28199	0.0556	0
28200	0.0526	0
28201	0.0556	0
28203	0.0625	0
28205	0.0588	0
28207	0.0588	0
28210	0.0588	0
28242	0	1
28275	0	1
28311	1	0
28321	0.0909	0
28341	0.0833	0
28353	1	0
28359	1	0
28453	0.143	0
28506	0	1
28539	0.0769	0
28572	0	1
28599	0	1
28609	0	0.143
28629	0	1
28641	0	1
28674	0	1
28689	0.0556	0
28690	0.0556	0
28691	0	1
28717	0	0.167
28736	0	1
28822	0	1
28825	0	1
28831	0	1
28864	0	1
28879	0	1
28903	1	0
28918	0	1
28927	0	1
28984	0	1
29056	0	0.111
29083	0	1
29116	0	1
29242	0.2	0
29309	1	0
29313	1	0
29430	0	1
29484	0	1
29493	0	1
29504	0.1	0
29505	0	1
29508	0	1
29542	1	0
29553	0	1
29658	0.111	0
29676	0	0.0909
29703	0	0.0909
29712	1	0
29713	0	0.0769
29715	1	0.0769
29719	0	0.0769
29723	0	0.0909
29730	0	0.0833
29757	1	0
29796	0	1
29798	0	1
29828	0	0.167
29835	0	1
29897	0	1
29934	0	1
29976	1	0
29988	0	1
30057	0	1
30075	0	1
30087	0	0.143
30089	0	0.143
30090	0	1
30098	0.2	0
30180	0.222	0
30185	0.222	0
30186	0.25	0
30187	0.25	0
30219	0	1
30260	0	1
30291	0	1
30331	0.143	0
30332	0.133	0
30448	0.0909	0
30528	0.111	0
30549	0	1
30563	0.167	0
30565	0.167	0
30566	0.167	0
30635	0	1
30669	0	1
30711	0.111	0
30782	1	0
30906	0.0833	0
31017	0	1
31032	0	0.222
31041	0	1
31066	0	1
31161	0	1
31200	0	1
31224	0	1
31229	0	1
31245	0	1
31248	0	1
31335	0.0667	0
31337	0.0588	0
31339	0.0625	0
31513	0.118	0
31534	1	0
31564	1	0
31603	0	1
31624	0	1
31635	0	1
31723	0.143	0
31810	1	0
31822	1	0
31843	1	0
32001	1	0
32023	0	0.0909
32066	1	0
32068	1	0
32073	1	0
32091	1	0
32097	1	0
32099	1	0
32101	1	0
32117	1	0
32228	1	0
32231	1	0
32293	0.222	0
32296	0.1	0
32308	0.1	0
32337	0	0.143
32366	0	1
32383	0.0556	0
32388	0.0556	0
32423	0	1
32443	0.111	0
32444	0.111	0
32446	0.133	0
32487	0	0.0714
32497	1	0
32504	0	1
32565	1	0
32596	1	0
32610	1	0
32660	0.0588	0
32661	0.0588	1
32738	0	1
32757	0	1
32806	0.0769	0
32807	0.0833	0
32817	0	1
32863	0.125	0
33023	0	0.0667
33026	0	0.0769
33267	0.118	0
33269	0.118	0
33279	0.0556	0
33310	0.0556	0
33319	0.118	0
33333	0	1
33355	0	0.2
33356	0	0.2
33361	0	0.167
33364	0.0714	0
33365	0.0714	0
33373	0.0769	0
33632	0	1
33667	0	1
33683	0	1
33696	0	1
33703	0.143	0
33705	0.143	0
33785	0.0714	0
33788	0.143	0
33797	0	1
33805	0	0.214
33850	0.25	0
33853	0.222	0
33855	0.222	0
33871	1	0
33887	0.2	0
33897	1	0
33920	0.333	0
33922	0.2	0
33962	0	1
34011	1	0
34182	0.143	0
34201	1	0
34217	1	0
34218	0	0.0769
34222	0	0.0714
34225	0	0.0667
34228	0	0.0714
34298	0	0.1
34310	1	0
34331	0	1
34345	0.0769	0
34346	0.0769	0
34347	0.0833	0
34398	0	0.111
34435	0	0.0833
34436	0	0.0833
34465	0	0.0714
34472	1	0
34493	0.25	0
34494	0.25	0
34585	0	0.143
34586	0	0.125
34667	0	1
34692	0.0833	0
34739	0	1
34754	0.0833	0
34811	0	1
34823	0	1
34833	0	0.0909
34850	0	0.0909
34871	0	1
34937	0.0526	0
35203	0	0.0625
35289	0	0.118
35353	1	0
35426	0	1
35534	1	0
35669	0	1
35680	0	0.167
35747	0.125	0
35849	1	0
35861	1	0
35865	0	0.111
35867	0	0.111
35877	0.111	0
35882	0	1
35898	0.1	0
35970	0.167	0
36064	0	1
36077	0	1
36126	0	0.167
36132	0	0.167
36143	0	0.143
36149	0	1
36158	0	1
36248	0	1
36319	0	0.2
36338	0	1
36359	0	1
36449	0.125	0
36490	0.0556	0
36512	0	1
36531	0	0.111
36563	0	1
36600	0.05	0
36601	0.0526	0
36617	0	1
36634	0	0.0769
36640	0.0625	0
36641	0.0714	0
36663	0	0.0769
36669	0	0.0769
36698	0	0.182
36707	0	0.0769
36718	1	0
36773	1	0
36891	0.0556	0
36925	0.0556	0
36989	0	1
37174	0.118	0
37175	0.125	0
37326	0	1
37380	0	1
37393	0	0.1
37404	1	0
37410	0	0.1
37452	0.0769	0
37467	0.0714	0
37473	0	1
37620	0	1
37653	0	0.167
37654	0	0.286
37655	0	0.286
37662	0	0.111
37686	0.0714	0
37690	0	0.167
37697	0.0667	0
37700	0.0769	0
37703	0.0769	0
37720	0.0833	0
37731	0.1	0
37765	0.167	0
37773	0.0909	0
37777	0.0833	0
37778	0.1	0
37794	1	0
37804	0	0.154
37807	0	0.0769
37812	0	1
37819	0.0714	0
37851	0	1
37927	0.0526	0
37928	0.0526	0
37935	0	1
37961	0	1
38045	1	0
38055	0.111	0
38251	0.0909	0
38266	0.1	0
38389	0	0.0909
38441	0.0833	0
38486	0.25	0
38600	1	0
38639	0.111	0
38685	0.2	0
38712	0.167	0
38714	1	0
38767	1	0
38789	1	0
38949	0	0.25
39080	1	0
39125	1	0
39164	1	0
39243	0	0.0769
39369	1	0
39391	1	0
39393	1	0
39395	0.143	0
39417	1	0
39432	0	1
39520	0	1
39545	0.0667	0
39609	0	1
39694	0.0714	0
39710	0.0833	0
39741	1	0
39746	0	0.0588
39802	0	0.25
39852	0	1
39887	0	1
39897	0	1
39909	0	1
39948	1	0
39975	1	0
40002	0	1
40086	1	0
40163	0	0.111
40186	0	1
40242	0	1
40260	0	1
40261	0	0.1
40269	1	0
40284	1	0
40296	1	0
40308	1	0
40317	1	0
40451	1	0
40503	1	0
40515	1	0
40545	1	0
40548	1	0
40566	1	0
40596	1	0
40617	1	0
40620	1	0
40629	1	0
40647	1	0
40656	1	0
40677	1	0
40680	1	0
40687	0	0.0909
40698	1	0
40704	0	0.0714
40705	0	0.0833
40712	0	0.0833
40715	1	0
40716	1	0
40759	1	0
40779	1	0
40782	0	0.875
40788	1	0
40818	0	0.1
40836	0	0.1
40839	0	0.125
40894	0.167	0
40947	1	0
40950	1	0
40977	1	0
40980	1	0
40993	1	0
40998	1	0
41010	1	0
41191	1	0
41192	1	0
41208	0	0.0909
41217	1	0
41253	1	0
41295	1	0
41299	0	0.111
41327	0.333	0
41341	0.5	0
41342	0.5	0
41478	0.333	0
41511	0	1
41531	0	1
41552	0	1
41622	0	0.167
41659	0	1
41669	0	1
41720	0	1
41781	0	0.0714
41821	1	0
41831	0	1
41834	0	1
41836	0.0625	0
41837	0	1
41845	0.0625	0
41853	0.0625	0
42125	0	0.0833
42208	0.0526	0
42271	0.05	0
42274	0.0526	0
42433	0	0.0667
42434	0	0.0625
42543	0.154	0
42548	0	1
42583	0	0.125
42585	0	0.125
42689	0	1
42751	1	0
42776	1	0
42815	0.125	0
42869	1	0
42878	1	0
42894	0	1
42917	1	0
43031	1	0
43052	1	0
43112	1	0
43115	1	0
43121	1	0
43167	1	0
43343	1	0
43355	1	0
43376	1	0
43415	1	0.0833
43569	1	0.0625
43601	1	0
43625	1	0
43725	0	1
43812	0.0714	0
43941	0	1
43979	0.0588	0
44094	0	1
44102	0	1
44118	0	1
44178	0.0833	0
44217	0	1
44223	0	1
44237	0.0588	0
44249	0.0588	0
44320	0	1
44352	0.0556	0
44379	0	1
44501	0.143	0
44505	1	0
44552	0.111	0
44578	0	0.0909
44588	0.143	0
44640	0.25	0
44665	0.125	0
44679	0.167	0
44680	0.125	0
44681	0.143	0
44683	0.143	0
44684	0.167	0
44689	0.125	0
44733	0	1
44764	0.0909	0
44830	0.143	0
44833	0.125	0
44838	0.111	0
44892	0	1
44908	0.25	0
44909	0.25	0
44910	0.25	0
44961	0	1
44964	0	1
45014	0.0769	0
45044	0	0.111
45058	0.273	0
45060	0.273	0
45061	0.273	0
45075	1	0
45117	1	0
45148	0	1
45188	0	0.111
45191	0	0.111
45192	0	0.125
45230	0.0769	0
45232	0.0769	0
45233	0.0769	0
45271	0	1
45273	0.0714	0
45293	0	0.125
45380	0.1	0
45385	0	1
45472	0.111	0
45526	0	0.0909
45547	0	1
45550	0	1
45696	0	1
45748	0.1	0
45751	0	1
45769	0	1
45808	1	0
45811	1	0
45817	1	0
45836	0.111	0
45852	0	1
45865	0	1
45907	0	1
45982	0.0833	0
45983	0.0833	0
46002	0.1	0
46009	0	1
46138	0	1
46149	0.125	0
46150	0.125	0
46152	0.125	0
46315	1	0
46333	1	0
46344	1	0
46348	1	0
46389	1	0
46432	1	0
46452	0.25	0
46454	0.125	0
46455	0.125	0
46457	0.125	0
46511	0.0909	0
46567	1	0
46601	0.222	0
46602	0.2	0
46604	0.182	0
46605	0.2	0
46606	0.25	0
46607	0.2	0
46658	0.0909	0
46699	0	1
46745	0	0.1
46748	0	0.0909
46825	0	1
46896	0	0.2
46898	0	0.25
46934	0	1
46947	1	0
47033	1	0
47189	0	0.222
47284	0.111	0
47286	0.125	0
47287	0.125	0
47289	0.125	0
47435	0.0667	0
47437	0.0667	0
47455	0	0.125
47529	1	0
47625	1	0
47637	0	1
47710	0	1
47748	0	1
47753	0	1
47781	1	0
47784	1	0
47834	0.0714	0
48000	0.0769	0
48025	0.0769	0
48068	0	0.167
48200	0	0.125
48218	0	0.111
48247	0	0.111
48248	0	0.111
48249	0	0.111
48254	0	0.111
48256	0.167	0
48258	0.125	0
48320	0	0.1
48321	0	0.1
48322	0	0.1
48323	0	0.1
48396	0	0.111
48406	0.167	0
48407	0.2	0
48408	0.333	0
48470	0	0.167
48471	0	0.167
48472	0	0.167
48476	0	1
48525	0.0769	0
48526	0.0769	0
48551	0	1
48578	0	1
48580	0.0769	0
48590	0	1
48692	0	1
48730	0.125	0
48744	0.111	0
48845	0	1
49109	0	1
49110	0	0.222
49241	0	1
49385	0	1
49421	0	1
49437	0.0588	0
49440	0.0588	0
49457	0	1
49499	0	1
49502	0.0714	0
49504	0.0714	0
49535	0	1
49556	0	1
49562	0	1
49565	0	1
49653	0.0714	0
49654	0.0714	0
49655	0.0714	0
49747	0.133	0
49768	0.154	0
49772	1	0
49776	0.0833	0
49802	1	0
49844	0	1
49928	0.0667	0
50027	0	0.0769
50108	1	0
50261	0	1
50265	0	1
50267	0	1
50273	0	1
50288	0	1
50304	0.222	0
50324	0	1
50356	0	1
50434	0.2	0
50435	0.167	0
50436	0.167	0
50484	0	1
50488	0	0.143
50508	0.1	0
50569	1	0
50584	0.0667	0
50586	0.0667	0
50590	1	0
50591	0.0833	0
50640	0	1
50664	0	1
50669	0	1
50684	0.0833	0
50693	0	1
50742	0	1
50810	1	0
50875	1	0
50945	0	0.857
51001	1	0
51136	0	1
51177	0.111	0
51187	0	1
51244	0	1
51343	0	1
51394	0	1
51460	1	0
51469	0	1
51478	0	1
51481	0	1
51537	0	0.5
51538	0	0.5
51543	0.143	0
51585	0	1
51598	0	1
51668	0	1
51682	0	1
51683	0	1
51687	0	0.167
51688	0	0.143
51708	0	1
51772	1	0
51775	1	0
51780	1	0
51781	0	0.1
51808	0	1
51829	1	0
51830	1	0
51868	0.143	0
51923	0.0833	0
51973	0	1
51982	0	1
52012	0	1
52026	0	0.2
52034	0.0769	0
52072	0	1
52083	0	1
52089	0	1
52275	0.0625	0
52277	0.0625	0
52280	0.0625	0
52281	0.0625	0
52286	0	1
52318	0	1
52329	0.0625	0
52343	0.0769	0
52370	0	1
52393	0	1
52395	0	1
52410	0	1
52413	0	1
52510	0.0833	0
52513	0.154	0
52528	0.214	1
52558	0.2	0
52562	0.0714	0
52579	0.214	1
52582	0.188	0
52615	0.154	0
52645	0.182	0
52676	0	0.143
52737	0.143	0
52739	0.143	0
52761	0.143	0
52776	0.143	0
52780	0.143	0
52811	0.133	0
52851	0.0556	0
52852	0.0556	0
52853	0.0526	0
52858	0.0526	0
52977	0	0.1
52978	0	0.0833
52979	0	0.0909
53049	0	0.0769
53052	1	0
53053	1	0
53127	0	0.125
53129	0	0.143
53139	0	1
53141	0	1
53198	0	1
53202	0	1
53211	1	0
53227	1	0
53235	1	0
53269	1	0
53316	0	1
53397	0.0667	0
53462	0	0.125
53473	0	1
53605	0	1
53867	0	1
53981	0.0833	0
54004	0	0.2
54007	0	1
54013	0	0.2
54096	0	0.167
54118	0	1
54121	0	0.125
54225	0.125	0
54241	0	0.0769
54263	0	0.1
54264	0	0.1
54289	1	0
54319	1	0
54343	0	0.0714
54347	1	0
54368	1	0
54372	0.167	0
54373	0.167	0
54374	0.2	0
54389	1	0
54409	1	0
54431	1	0
54455	1	0
54467	1	0
54474	1	0
54478	0	0.143
54479	0	0.125
54480	1	0
54481	0	0.125
54482	0	0.111
54521	0.333	0
54522	0.4	0
54524	0.333	0
54551	1	0
54570	0	0.0833
54618	0	1
54627	0	0.0833
54628	0	0.0833
54629	0	0.0833
54671	0.154	0
54672	0.154	0
54676	0.154	0
54692	0	1
54729	0	1
54741	0	1
54747	0	1
54765	0	1
54829	0	1
54840	0	1
54880	0	1
54984	0	1
54999	0	1
55064	1	0
55110	1	0
55153	0	0.143
55195	0	0.111
55198	0	0.1
55200	0	0.1
55253	0	1
55265	0.0833	0
55294	0.333	0
55295	0.333	0
55296	0.333	0
55297	0.333	0
55410	0	0.143
55424	0	1
55510	0.143	0
55609	0.0833	0
55621	0	1
55628	0	0.2
55652	0	1
55666	0	1
55681	0	0.2
55687	0	1
55786	0.25	0
55862	0.25	0
55902	0	0.2
56049	0.167	0
56050	0	0.167
56051	0	0.167
56053	0	0.167
56055	0.167	0
56074	0	1
56118	0	0.2
56119	0	0.25
56194	0	1
56200	0	1
56233	0	1
56236	0	1
56241	0	1
56266	0	1
56268	0	0.25
56287	0.0526	0
56292	0.0625	0
56324	0.111	0
56399	0.0769	0
