site_id	SP8704_full
43632	0.0526
43676	0.133
43677	0.143
44713	0.0588
44718	0.0526
45116	0.0833
45551	0.0625
45588	0.0714
45593	0.0909
45692	0.0769
45695	0.0833
45696	0.0769
45842	0.143
45846	0.143
46096	0.1
46563	0.0769
46810	0.286
47189	0.1
47461	0.125
47462	0.125
47478	0.0769
47611	0.0667
47663	0.0714
48422	0.0667
48442	0.0667
48616	0.0833
48910	0.0714
48913	0.0714
48914	0.0667
49010	0.143
49053	0.0769
49063	0.1
49064	0.1
49066	0.111
49073	0.125
49112	0.2
49181	0.167
49347	0.333
49348	0.333
65848	0.111
65890	0.1
66315	0.1
66339	0.0909
66340	0.0909
66342	0.111
66369	0.0714
66489	0.125
66490	0.125
66494	0.143
66833	0.167
68440	0.0714
68838	0.182
69104	0.1
69329	0.125
69953	0.2
70582	0.111
70718	0.143
70761	0.0833
70871	0.0625
70979	0.0667
70985	0.0714
70986	0.0769
71137	0.0625
71608	0.1
71622	0.111
71849	0.167
71850	0.167
71873	0.0909
74581	0.0714
75255	0.0769
75320	0.0833
75321	0.0909
75468	0.125
75470	0.125
75471	0.125
75586	0.0526
75679	0.0625
75692	0.0588
75830	0.0526
76060	0.143
76215	0.286
76493	0.2
76722	0.143
77117	0.0667
77162	0.0769
77960	0.0667
77970	0.125
78060	0.0588
78116	0.0714
78177	0.0714
79020	0.167
81720	0.0909
81722	0.143
81871	0.0833
82071	0.182
82074	0.2
82224	0.333
82225	0.333
82335	0.286
82528	0.0588
82673	0.0833
83152	0.1
83482	0.0833
83656	0.5
83658	0.5
83659	0.5
83718	0.111
83739	0.0833
83740	0.0833
83742	0.0833
83803	0.0556
83900	0.0714
84161	0.1
84234	0.0667
84249	0.0769
84538	0.0909
84738	0.0526
85399	0.0625
85880	0.0769
85881	0.0714
85883	0.0769
86028	0.0556
86030	0.0526
86272	0.0476
86274	0.0476
86363	0.0714
86424	0.2
86429	0.2
86462	0.2
86626	0.0714
88247	0.0625
88289	0.0526
88290	0.0556
88291	0.0526
88292	0.0556
88437	0.0714
88439	0.0833
88651	0.0588
88675	0.0588
88851	0.111
89001	0.0833
89122	0.1
89331	0.0556
89775	0.25
90048	0.143
90144	0.125
90197	0.0909
90198	0.1
90368	0.1
90408	0.111
90808	0.0769
91056	0.0714
91083	0.0769
91129	0.0714
91448	0.0909
91582	0.118
91621	0.118
91737	0.0476
91764	0.0476
91771	0.1
91799	0.05
91875	0.0588
91884	0.0588
91888	0.0588
91892	0.0556
91946	0.0588
91949	0.0714
91950	0.0667
92037	0.0625
92040	0.0588
92108	0.0526
92846	0.0625
92955	0.0769
93009	0.25
93017	0.125
93088	0.154
93147	0.0909
93195	0.1
93218	0.143
93346	0.25
93494	0.0909
93577	0.1
93601	0.0909
93665	0.143
93730	0.143
93771	0.143
93782	0.111
93802	0.111
94075	0.0909
94113	0.0667
94243	0.0833
94733	0.333
94868	0.0769
94871	0.0909
94879	0.0588
94883	0.143
94998	0.0833
95024	0.0909
95142	0.1
95273	0.0833
95281	0.0833
95629	0.167
95718	0.143
96191	0.0833
96256	0.0909
96258	0.1
97955	0.143
98098	0.111
98099	0.111
98102	0.1
98250	0.0833
98251	0.167
98252	0.167
98254	0.154
98259	0.0909
98817	0.0909
99092	0.111
99165	0.118
99364	0.0769
99476	0.0714
99797	0.167
101037	0.182
101334	0.125
101335	0.125
101336	0.125
101484	0.0667
101485	0.0667
101951	0.0769
101987	0.0769
102151	0.143
102227	0.143
102787	0.133
102946	0.0625
103109	0.2
103110	0.125
103148	0.1
103257	0.0625
103258	0.0714
114587	0.0625
114622	0.0556
115187	0.125
115435	0.0714
115530	0.1
115690	0.1
115932	0.182
116014	0.111
116072	0.143
116462	0.333
116688	0.111
117198	0.2
117212	0.125
117380	0.0526
117446	0.0667
117447	0.0667
117450	0.0714
117915	0.05
118017	0.05
118103	0.0909
118179	0.143
118328	0.0556
118338	0.143
118507	0.125
119206	0.0714
119207	0.0833
119551	0.1
119942	0.167
120566	0.0556
120622	0.19
120643	0.188
120646	0.0667
120744	0.222
120802	0.143
120861	0.111
121329	0.125
121595	0.1
121886	0.2
122523	0.143
122843	0.286
123270	0.0833
123470	0.0667
123821	0.0769
123984	0.0667
123985	0.0667
123987	0.0667
124133	0.0625
124135	0.0588
124137	0.0588
124415	0.167
124613	0.25
124977	0.25
125007	0.0833
125164	0.143
125322	0.125
125349	0.125
125382	0.0909
125432	0.0714
125623	0.143
125643	0.167
125796	0.25
125957	0.1
126492	0.0625
126691	0.0952
127366	0.111
127714	0.0526
129922	0.0909
130488	0.143
130530	0.0769
130638	0.0588
130677	0.0667
130942	0.167
131425	0.0588
131671	0.4
131672	0.4
131673	0.25
131674	0.25
131677	0.25
131679	0.25
131868	0.1
131978	0.0833
132019	0.0833
132551	0.0667
133140	0.0476
133365	0.0588
134268	0.5
134436	0.5
136085	0.2
136234	0.2
136236	0.2
136463	0.0769
136556	0.05
138056	0.1
138424	0.0625
138527	0.0714
140159	0.0526
140440	0.0714
140442	0.0714
140448	0.0714
140561	0.182
140562	0.182
140745	0.0833
141781	0.0667
141785	0.0667
141864	0.1
141896	0.167
141913	0.0769
141928	0.0833
141930	0.0909
141931	0.0833
141933	0.0833
142002	0.143
142159	0.0769
142228	0.0909
142236	0.2
143099	0.0526
143116	0.05
143183	0.0476
143186	0.05
143330	0.143
143331	0.143
143332	0.143
143334	0.125
143381	0.1
143382	0.1
143383	0.1
143395	0.0667
143531	0.0714
143532	0.0714
143533	0.0714
143701	0.0625
144056	0.0909
144066	0.0909
144425	0.0909
146005	0.0833
146022	0.0714
146153	0.0714
146633	0.0667
146654	0.0769
146919	0.0714
146974	0.0714
146977	0.0714
147079	0.0556
147478	0.125
147629	0.0833
147669	0.1
147670	0.0909
147671	0.0833
147672	0.0833
147821	0.0667
147823	0.0667
148273	0.0714
148288	0.0714
148580	0.0833
148661	0.0526
148820	0.111
148883	0.5
149438	0.25
149930	0.0833
150257	0.0833
150373	0.1
150421	0.0909
150633	0.143
150683	0.25
150698	0.4
150699	0.4
150703	0.25
150704	0.25
151006	0.111
151044	0.2
151058	0.0909
151145	0.0625
151156	0.0714
152186	0.167
152187	0.167
152335	0.0769
152336	0.0769
152337	0.0714
153161	0.1
153370	0.1
154567	0.0909
154628	0.0556
154926	0.0588
155040	0.1
155298	0.1
155718	0.0833
155824	0.25
156023	0.0588
156025	0.0588
156173	0.1
156174	0.1
156175	0.1
156176	0.1
156177	0.111
159611	0.125
160085	0.167
161348	0.0667
161438	0.0769
161439	0.0833
161589	0.0909
161915	0.0556
162068	0.167
162391	0.125
162615	0.143
163211	0.0833
163496	0.143
163533	0.0909
163584	0.0667
163585	0.0625
163586	0.0625
163595	0.0588
163726	0.1
163734	0.125
164046	0.0625
164283	0.143
164440	0.167
164463	0.25
164487	0.167
164544	0.143
164763	0.1
164766	0.0833
164996	0.0588
165094	0.0556
165095	0.0556
165112	0.0556
165113	0.0556
165245	0.0714
165253	0.0769
165267	0.0833
165344	0.0476
165832	0.0714
165863	0.0769
166469	0.333
166470	0.333
166471	0.333
166718	0.0625
166877	0.0625
167801	0.0588
167827	0.0556
167908	0.0714
168495	0.25
169509	0.125
169686	0.0476
169713	0.0625
169714	0.0625
169715	0.0625
169717	0.0588
169719	0.0588
169720	0.0588
169721	0.0625
169742	0.0588
169762	0.0667
169863	0.0714
169864	0.0714
169865	0.0714
169868	0.0714
169917	0.0625
170027	0.0556
170446	0.05
170492	0.0667
170514	0.0625
170890	0.125
171444	0.2
171456	0.111
172006	0.0625
172070	0.0769
172083	0.0769
172098	0.0909
172103	0.0833
172153	0.125
172703	0.154
172721	0.0833
173167	0.0526
174001	0.0625
174151	0.0667
174550	0.0769
174717	0.0625
175243	0.0833
175323	0.2
175324	0.2
175414	0.0769
175889	0.2
176241	0.0769
176252	0.154
176273	0.133
176292	0.0625
177161	0.167
177529	0.111
177676	0.0833
177677	0.1
177706	0.125
177992	0.1
178273	0.143
179399	0.0625
179452	0.0769
179532	0.111
180379	0.125
180380	0.111
180381	0.1
180448	0.154
180529	0.111
180579	0.0909
180581	0.0909
180732	0.167
180733	0.143
180734	0.143
180836	0.0833
180910	0.111
180939	0.0833
180940	0.0769
180943	0.0769
180945	0.0769
180967	0.111
180984	0.111
180986	0.111
180988	0.111
180990	0.111
181058	0.1
181338	0.1
181763	0.25
181899	0.125
181912	0.167
181913	0.2
182187	0.143
182249	0.1
182253	0.0909
182398	0.125
182399	0.125
182400	0.125
182927	0.167
183046	0.118
183119	0.0833
183123	0.0833
183270	0.0526
183272	0.05
183274	0.05
183393	0.0833
183623	0.125
183657	0.125
183857	0.2
183999	0.4
184001	0.4
184002	0.4
184149	0.125
184150	0.222
184152	0.222
184315	0.167
184874	0.167
184875	0.167
184876	0.167
184878	0.125
184882	0.125
184884	0.125
184885	0.125
185029	0.2
185113	0.167
185125	0.167
185134	0.167
185261	0.125
185277	0.143
185465	0.0667
186309	0.0909
186466	0.111
186827	0.0588
187603	0.0714
188173	0.0556
188217	0.0625
188307	0.0625
188308	0.0625
188457	0.0588
188459	0.0556
188535	0.125
189056	0.0909
189238	0.0769
189405	0.125
189585	0.1
190647	0.0556
191297	0.2
191435	0.25
191444	0.0833
191542	0.0526
191660	0.118
191786	0.111
192243	0.0769
192448	0.0588
192555	0.0714
192637	0.1
193172	0.125
193195	0.1
193210	0.1
193250	0.125
193939	0.1
194007	0.25
194172	0.1
194429	0.125
194430	0.125
198478	0.125
198635	0.0833
199598	0.0526
199604	0.0588
199605	0.0588
199754	0.0556
199775	0.0667
199863	0.143
199973	0.4
200304	0.0769
200390	0.167
200862	0.188
201099	0.1
201242	0.0769
201845	0.0667
203926	0.0909
203957	0.0667
203978	0.0556
204279	0.0667
204383	0.0625
204386	0.0625
205519	0.0714
205521	0.0714
205522	0.0714
205523	0.0714
205524	0.0714
205525	0.0625
205670	0.0769
205671	0.0769
205672	0.0769
205880	0.2
205961	0.125
206067	0.4
207954	0.0714
208254	0.0556
208384	0.0952
208529	0.105
208555	0.143
208737	0.0769
208781	0.0714
208803	0.143
208878	0.0833
209309	0.1
209420	0.167
209540	0.167
209758	0.0556
209866	0.0833
210398	0.25
211586	0.0833
211910	0.5
212287	0.0769
212306	0.0769
212918	0.111
213899	0.125
213937	0.0556
216754	0.143
216757	0.143
216758	0.143
216760	0.143
216761	0.143
216801	0.143
216904	0.25
216905	0.25
216910	0.25
217484	0.125
217485	0.125
217785	0.0909
218044	0.111
218054	0.1
218094	0.0909
218096	0.0833
218539	0.333
218919	0.143
219004	0.167
219007	0.167
219153	0.0833
219155	0.0833
219157	0.0909
219158	0.0714
219160	0.0714
219212	0.0909
219946	0.111
219949	0.125
220035	0.167
220115	0.0909
220116	0.0909
220122	0.0909
220266	0.0556
220554	0.1
220714	0.111
220744	0.1
220749	0.125
221369	0.111
221448	0.0909
221479	0.111
221511	0.125
221512	0.125
221514	0.125
222990	0.5
223762	0.0714
223887	0.0714
223894	0.0909
223896	0.0667
223900	0.0714
224007	0.1
224043	0.0769
224044	0.0833
224045	0.0833
225865	0.154
225866	0.143
225868	0.143
225999	0.0625
226014	0.133
226015	0.125
226017	0.118
226030	0.0769
226215	0.182
226280	0.0588
226281	0.0588
226282	0.0556
226433	0.0625
226434	0.0625
226837	0.111
226877	0.0769
226878	0.0769
226879	0.0909
226889	0.1
227026	0.0909
227027	0.0909
227029	0.0909
227964	0.143
227967	0.143
227969	0.143
227970	0.143
228115	0.0588
228121	0.0588
228122	0.0625
228716	0.0909
228849	0.0588
228967	0.05
228990	0.0526
229116	0.0769
229117	0.0769
229185	0.0588
230033	0.25
230040	0.25
230345	0.1
231215	0.4
231280	0.2
231287	0.2
231362	0.167
231363	0.167
231365	0.2
231419	0.143
231500	0.0833
231508	0.154
231513	0.0833
231514	0.0909
231515	0.0769
231516	0.1
231532	0.154
231559	0.125
231662	0.0769
231663	0.0769
232066	0.125
232067	0.125
232068	0.125
232415	0.25
232640	0.0833
232697	0.0833
232724	0.1
232845	0.1
232846	0.1
232848	0.1
232850	0.111
232898	0.1
233342	0.111
233848	0.0667
234162	0.0769
234291	0.0714
234350	0.0714
234541	0.0667
235186	0.0714
235262	0.0667
235505	0.0714
235551	0.167
236370	0.0588
237067	0.1
238078	0.0667
238511	0.0769
238513	0.0769
238658	0.0476
239408	0.25
239896	0.125
241292	0.0526
666946	0.333
667664	0.0667
668185	0.167
668976	0.0714
669420	0.0909
669744	0.0714
669819	0.0526
669975	0.0714
669990	0.0625
670038	0.0714
670267	0.167
670270	0.167
670332	0.0769
670417	0.2
670418	0.2
670419	0.2
670473	0.0588
670480	0.0588
670533	0.05
670719	0.125
670773	0.0714
670820	0.0667
670952	0.125
671326	0.0833
671631	0.25
671634	0.25
671659	0.2
671808	0.143
672495	0.0625
672832	0.143
672840	0.0714
673034	0.167
673046	0.125
673163	0.0909
673771	0.0833
673849	0.125
674023	0.0833
674092	0.111
675222	0.25
675543	0.0833
675737	0.0909
676051	0.0625
676236	0.273
676971	0.0556
678539	0.0667
678610	0.125
678611	0.111
678755	0.1
678758	0.1
678868	0.167
679123	0.0714
679157	0.0667
679259	0.0714
679264	0.125
679409	0.0769
679410	0.0833
679455	0.0909
679764	0.25
681589	0.0625
681631	0.0526
681977	0.0556
682016	0.0769
683488	0.143
685120	0.05
685125	0.105
685389	0.0833
685390	0.1
685410	0.125
686420	0.0833
686421	0.0833
686422	0.0909
686451	0.0714
686570	0.0909
686571	0.0833
686573	0.0833
686927	0.167
687098	0.111
687231	0.0667
687238	0.0588
687668	0.0833
687669	0.0833
687670	0.0833
687733	0.2
693110	0.0833
693111	0.0833
693112	0.167
693182	0.0952
693259	0.0526
693260	0.0556
693262	0.0526
693364	0.0476
693399	0.125
693410	0.0588
693412	0.0588
693801	0.05
694727	0.125
694877	0.0909
694907	0.1
695194	0.167
695403	0.111
695407	0.0556
695612	0.0588
695632	0.0556
695675	0.0556
695925	0.111
696015	0.1
696127	0.111
696166	0.0714
696398	0.0625
696600	0.0769
696602	0.0769
696603	0.0769
696646	0.125
696848	0.0833
697023	0.1
697363	0.143
698817	0.25
698818	0.2
698819	0.2
698904	0.167
698967	0.1
698968	0.111
698969	0.111
698981	0.143
700262	0.125
700495	0.333
700512	0.167
700555	0.111
700608	0.0769
700763	0.125
701317	0.0667
702731	0.0714
702762	0.0833
703565	0.143
703774	0.154
703831	0.0714
703880	0.0588
703881	0.0556
703951	0.0667
704208	0.111
704544	0.2
704545	0.2
704624	0.143
704940	0.125
704999	0.167
705089	0.0909
705340	0.25
705341	0.222
705489	0.286
705490	0.286
705491	0.286
705768	0.0714
705984	0.0833
706018	0.0625
706031	0.111
706178	0.0588
706525	0.0833
707364	0.2
707513	0.25
708050	0.111
708052	0.111
708053	0.111
708189	0.2
708948	0.25
709071	0.0769
709176	0.1
709502	0.0769
710001	0.1
710059	0.0909
711417	0.0833
711499	0.0769
711527	0.133
711716	0.0952
711727	0.0952
712020	0.0714
712197	0.05
712411	0.167
712983	0.0588
713360	0.0556
713399	0.167
713435	0.0909
713468	0.167
713618	0.0769
714044	0.0909
714146	0.111
714148	0.111
714183	0.0667
714296	0.0833
714297	0.0833
714298	0.0833
714333	0.167
715194	0.2
715228	0.2
716079	0.143
716787	0.286
716852	0.143
717481	0.167
717985	0.125
718169	0.0714
718609	0.25
718623	0.167
718636	0.2
719171	0.167
719959	0.5
720308	0.125
721401	0.111
721402	0.111
721403	0.111
721438	0.1
721553	0.1
721555	0.1
722079	0.25
723796	0.111
723827	0.0833
723848	0.1
723879	0.1
723886	0.111
723891	0.0909
723892	0.1
723893	0.0909
723894	0.0909
723925	0.0667
723927	0.0667
723929	0.0667
723951	0.0667
724043	0.0833
724075	0.111
724077	0.111
724078	0.1
724079	0.1
724081	0.1
724510	0.143
724887	0.111
725046	0.0909
725083	0.0625
725125	0.0588
725128	0.0625
725206	0.0909
725599	0.0833
725808	0.1
725809	0.1
725916	0.125
725956	0.167
726129	0.2
726198	0.5
726199	0.5
726235	0.286
726285	0.1
726303	0.143
726834	0.143
726836	0.143
727209	0.0833
727231	0.05
727281	0.0667
727372	0.143
727758	0.167
728389	0.333
728620	0.0625
728782	0.0769
729863	0.5
730822	0.111
730866	0.1
730940	0.125
731090	0.167
731091	0.167
731231	0.0769
731579	0.0476
731704	0.0667
731706	0.0667
731711	0.0625
731765	0.0667
731823	0.0769
731853	0.0833
731855	0.0769
731857	0.0833
732065	0.143
732343	0.125
733480	0.0769
733609	0.0625
733636	0.0625
733637	0.0625
733639	0.0625
733641	0.0714
733753	0.0667
733786	0.1
733787	0.1
733788	0.0909
733964	0.0526
733997	0.0588
734114	0.0667
734305	0.0909
735018	0.2
735020	0.2
735168	0.0833
735349	0.0769
735497	0.143
735500	0.143
735656	0.333
735688	0.2
735802	0.0526
736248	0.111
736522	0.0556
736590	0.0714
736738	0.0909
736748	0.0909
737138	0.1
737584	0.0769
737587	0.0833
737588	0.0833
737589	0.0769
737593	0.0769
738037	0.222
738065	0.111
738404	0.0952
738539	0.05
738601	0.0909
738616	0.143
738953	0.111
739038	0.1
739085	0.0909
739090	0.0909
739093	0.111
739094	0.143
739096	0.111
739215	0.111
739240	0.0909
739244	0.0909
739245	0.0909
739246	0.1
739248	0.0909
739265	0.0667
739386	0.0714
739443	0.0769
739553	0.1
739795	0.143
739932	0.0833
739980	0.0909
740119	0.0526
741217	0.2
741736	0.143
741765	0.167
741913	0.125
741914	0.125
741916	0.125
742061	0.167
742062	0.167
742064	0.167
742066	0.167
742068	0.2
742069	0.167
742195	0.143
742653	0.0909
742742	0.25
742794	0.0909
742803	0.0833
742804	0.0833
742942	0.0588
743162	0.0769
743778	0.125
743780	0.143
743883	0.5
744004	0.0909
744186	0.0476
744247	0.0476
744602	0.0833
745357	0.25
745483	0.0909
745719	0.2
745963	0.0909
745964	0.1
745965	0.0909
745966	0.0909
745967	0.0909
746111	0.0769
746114	0.0769
746116	0.0769
746120	0.0769
746990	0.2
746991	0.2
746992	0.2
747181	0.143
747436	0.4
747532	0.125
747853	0.1
747855	0.0909
748000	0.0769
748001	0.0769
748151	0.0667
748177	0.0625
748468	0.0769
748513	0.0667
748658	0.0625
748897	0.0714
749170	0.0625
749239	0.0556
749270	0.125
749339	0.0769
749340	0.0769
749342	0.0769
749344	0.0769
749452	0.118
749489	0.0625
749490	0.0667
749491	0.0667
749492	0.0625
749493	0.0625
749500	0.0769
749537	0.0625
749555	0.0769
749569	0.0667
749892	0.167
750512	0.333
750626	0.25
750919	0.222
751207	0.111
751208	0.111
751349	0.0588
751358	0.0556
751373	0.0588
751560	0.0476
751638	0.1
751888	0.0714
752953	0.167
752955	0.154
753048	0.118
753102	0.125
753104	0.133
753245	0.25
753415	0.1
753564	0.333
753565	0.333
754197	0.1
754241	0.143
754355	0.143
754425	0.1
754668	0.167
754881	0.2
755010	0.0909
755077	0.167
755161	0.1
755199	0.333
755202	0.25
755203	0.25
755204	0.25
755220	0.2
755274	0.167
755349	0.143
755350	0.167
755352	0.167
755846	0.125
755849	0.143
756238	0.0625
756252	0.0833
756310	0.0909
756460	0.1
756463	0.1
756468	0.111
756606	0.5
756607	0.5
757368	0.167
757369	0.167
757411	0.1
757519	0.0714
757683	0.1
757807	0.125
757891	0.0667
757892	0.0667
757939	0.0833
757985	0.0769
758034	0.0833
758035	0.0833
758112	0.0769
758383	0.111
759016	0.0909
759103	0.222
759160	0.111
759462	0.167
759823	0.0526
760577	0.0833
760580	0.0833
761523	0.0769
761906	0.0909
761925	0.0833
762005	0.0833
762492	0.05
762782	0.0667
763099	0.182
763100	0.2
763102	0.182
763245	0.111
763247	0.125
763249	0.133
763864	0.125
765231	0.143
765295	0.111
765297	0.111
765299	0.1
765300	0.1
765341	0.1
765345	0.0909
765445	0.0769
765447	0.0714
765925	0.0625
766021	0.0769
766022	0.0833
766023	0.0769
766072	0.182
766172	0.0714
766173	0.0769
766467	0.3
766617	0.273
766618	0.231
766833	0.0667
767921	0.0714
767981	0.0556
768018	0.143
768070	0.0769
768071	0.0833
768199	0.05
768221	0.0588
768292	0.1
768427	0.0588
768455	0.0476
768518	0.0769
768536	0.1
768965	0.2
768966	0.2
769029	0.167
769038	0.143
769058	0.125
769137	0.0909
769138	0.1
769287	0.125
769288	0.125
769387	0.125
769416	0.1
769704	0.0714
769705	0.0714
769857	0.1
770114	0.118
770373	0.0833
770460	0.0909
770528	0.125
770892	0.0625
771053	0.0909
771297	0.0769
771365	0.111
771388	0.167
771703	0.143
771900	0.0769
771919	0.167
771954	0.0588
771955	0.0556
771968	0.143
771975	0.0769
772003	0.0909
772104	0.125
772105	0.143
772364	0.0714
772367	0.0769
772514	0.0833
772515	0.0833
772516	0.0833
772599	0.125
772718	0.2
772991	0.05
773459	0.143
773720	0.1
773980	0.111
774082	0.111
774135	0.143
774247	0.2
774284	0.143
774525	0.167
776716	0.111
776723	0.111
776725	0.111
776726	0.1
777013	0.0769
777112	0.0769
778347	0.0526
778813	0.167
778928	0.0833
779046	0.118
779151	0.0526
779156	0.05
779437	0.0714
779526	0.0909
779578	0.2
779622	0.0769
779718	0.154
779944	0.133
780036	0.0833
780037	0.0769
780038	0.0769
780187	0.111
780212	0.125
780506	0.0526
780813	0.0625
781174	0.0588
781349	0.0909
781478	0.0667
781542	0.0714
781961	0.0625
781962	0.0625
781963	0.0625
782022	0.0952
782028	0.0952
782029	0.0952
782030	0.1
782031	0.0952
782206	0.0625
782465	0.0667
782466	0.0667
782468	0.0769
782564	0.0909
782615	0.0833
782922	0.2
782986	0.1
783044	0.0833
783152	0.125
783221	0.167
783278	0.4
783357	0.125
783445	0.222
784382	0.1
784383	0.1
784387	0.111
784424	0.0714
784499	0.105
784580	0.05
784626	0.0667
784650	0.105
785187	0.0833
785192	0.0769
785239	0.1
786758	0.25
786759	0.25
786760	0.25
786875	0.222
786912	0.25
787096	0.111
787120	0.1
787243	0.125
787244	0.143
787245	0.143
787498	0.125
787501	0.1
787503	0.111
787504	0.111
787505	0.1
787653	0.111
787654	0.111
787657	0.111
788227	0.167
788228	0.167
788302	0.0714
788377	0.0833
788378	0.0769
788910	0.286
788913	0.286
789058	0.125
789059	0.125
789060	0.286
789062	0.222
789063	0.125
789064	0.125
789165	0.0909
789200	0.0909
789874	0.1
790048	0.0714
790054	0.0769
790059	0.0833
790201	0.143
790206	0.1
790235	0.0833
790237	0.0833
790238	0.0769
790382	0.105
790384	0.05
790385	0.0526
790388	0.05
790438	0.154
790530	0.286
790532	0.222
790533	0.25
790921	0.125
790938	0.0909
791006	0.111
791129	0.143
791193	0.0833
791280	0.0833
791281	0.0833
791302	0.143
791377	0.222
791656	0.1
791702	0.0714
791703	0.0769
791739	0.0769
791852	0.5
791853	0.5
791912	0.5
792050	0.143
792052	0.143
792053	0.143
792831	0.1
793876	0.111
793877	0.111
793879	0.111
793880	0.125
793881	0.125
794026	0.25
794027	0.25
794029	0.25
794031	0.25
794032	0.25
794201	0.143
794700	0.0526
794701	0.0556
794702	0.0625
794851	0.1
794852	0.111
794853	0.111
794948	0.0909
795022	0.0556
795173	0.143
795174	0.143
795323	0.143
795688	0.2
796374	0.05
796533	0.0588
796687	0.118
796793	0.0909
796901	0.0833
796943	0.111
797004	0.0909
798969	0.2
798974	0.2
798983	0.286
799010	0.167
799026	0.167
799185	0.5
799191	0.5
799344	0.167
799704	0.1
800357	0.231
800613	0.125
801939	0.167
802082	0.0625
802768	0.0909
802809	0.0714
803037	0.0769
803659	0.0625
