site_id	JMother
25897	0.25
25969	0.2
25987	0.2
26008	0.2
26010	0.2
26030	0.2
26034	0.2
26035	0.2
26055	0.2
26976	0.143
27695	0.2
27738	0.0769
27861	0.0833
28011	0.2
28012	0.2
28208	0.125
28250	0.111
28286	0.125
28296	0.2
28318	0.167
28346	0.333
28392	0.333
28662	0.5
28689	0.5
28690	0.5
28692	0.5
28710	0.2
28750	0.2
28752	0.167
29059	0.167
29103	0.125
29562	0.0909
29564	0.1
29565	0.1
29568	0.0909
29754	0.167
29784	0.154
29805	0.2
29832	0.25
29838	0.25
29847	0.333
30214	0.2
30408	0.111
30490	0.286
31709	0.2
32289	0.0909
32368	0.1
32493	0.333
32494	0.333
32496	0.333
32497	0.333
32498	0.333
32654	0.1
32660	0.0909
32672	0.1
32681	0.111
32694	0.143
32696	0.143
32708	0.333
32735	0.286
32801	0.143
32830	0.125
32837	0.1
33257	0.111
33293	0.143
33407	0.0833
33911	0.182
33924	0.2
33972	0.1
33974	0.0833
33977	0.0833
33978	0.0833
34121	0.25
34125	0.5
34127	0.333
34128	0.333
34129	0.333
34206	0.167
34208	0.167
34316	0.0769
34355	0.1
34356	0.111
34357	0.1
34358	0.1
34454	0.5
34457	0.5
36085	0.333
36211	0.2
36295	0.2
36473	0.25
36903	0.25
36904	0.25
37049	0.25
37052	0.25
37053	0.25
37237	0.2
37238	0.2
37387	0.167
37388	0.167
37823	0.125
37933	0.125
37982	0.143
38030	0.0909
38034	0.0909
38131	0.125
38132	0.125
38156	0.111
38157	0.111
38304	0.143
38305	0.143
38307	0.167
38949	0.1
39166	0.167
40647	0.0833
40652	0.0769
41037	0.2
41423	0.0909
47487	0.5
47493	0.5
47554	0.333
47629	0.5
48517	0.333
48580	0.5
48631	0.5
58848	0.333
58851	0.333
59166	0.333
59511	0.5
59553	0.5
60893	0.2
60894	0.2
60895	0.2
60950	0.0769
60951	0.154
61043	0.0769
61044	0.0769
61045	0.0769
61069	0.143
61070	0.143
61122	0.2
61299	0.25
61338	0.5
61365	0.5
61366	0.5
61368	0.5
61380	0.5
61383	0.5
61536	0.333
61552	0.333
61558	0.333
61560	0.333
61593	0.2
61596	0.167
61597	0.167
61599	0.167
61600	0.167
61620	0.143
61640	0.5
61704	0.444
61706	0.5
61731	0.333
61747	0.125
61750	0.143
61773	0.143
61868	0.333
61879	0.25
61926	0.333
61929	0.333
61933	0.333
61968	0.429
61971	0.429
62023	0.143
62056	0.222
62117	0.111
62125	0.444
62145	0.444
62148	0.375
62160	0.5
62175	0.333
62180	0.286
62212	0.143
62241	0.4
62244	0.4
62245	0.2
62247	0.4
62251	0.333
62262	0.333
62268	0.333
62460	0.143
62463	0.143
62513	0.167
62531	0.333
62532	0.333
62548	0.167
62562	0.5
62568	0.5
62574	0.5
62579	0.5
62584	0.5
62917	0.5
62920	0.5
62956	0.5
62958	0.5
62980	0.5
63073	0.5
63097	0.5
63109	0.5
63112	0.5
63184	0.333
63485	0.167
63487	0.167
63494	0.333
63500	0.167
63502	0.167
63511	0.167
63514	0.167
63562	0.167
63574	0.111
63577	0.222
63613	0.2
63640	0.1
63652	0.154
63667	0.154
63805	0.0769
63807	0.308
63808	0.333
63811	0.333
63823	0.2
63826	0.333
63829	0.1
63856	0.1
63868	0.5
63907	0.333
64024	0.125
64051	0.111
64090	0.143
83618	0.2
83763	0.111
83768	0.111
83769	0.111
83770	0.111
84189	0.167
84278	0.143
84339	0.111
84426	0.125
84427	0.125
84428	0.125
84635	0.25
84996	0.143
85299	0.1
85446	0.111
85854	0.1
85936	0.1
85951	0.111
86530	0.125
86579	0.111
86669	0.167
86677	0.143
86683	0.143
86689	0.143
86692	0.143
86698	0.125
86700	0.111
86713	0.0909
86819	0.167
86820	0.167
86843	0.333
86844	0.25
86846	0.25
86968	0.167
87021	0.111
87024	0.1
87080	0.0833
87378	0.167
87527	0.0769
87581	0.111
88041	0.333
89499	0.167
90070	0.1
90327	0.125
91021	0.167
91875	0.111
91945	0.1
92141	0.143
92197	0.2
92265	0.25
92266	0.25
92267	0.25
92377	0.167
92462	0.2
92463	0.25
92464	0.25
92612	0.143
92613	0.125
92809	0.0769
93056	0.2
93058	0.2
93448	0.182
93768	0.143
94046	0.111
94124	0.25
94464	0.143
94479	0.1
94498	0.0909
94503	0.143
94521	0.143
94524	0.125
94537	0.167
94766	0.333
94782	0.2
94783	0.2
94792	0.167
94872	0.167
94896	0.25
94899	0.25
94913	0.2
94931	0.167
94932	0.167
94941	0.143
94980	0.167
95234	0.1
95521	0.0833
95565	0.111
95767	0.286
95777	0.125
95997	0.2
96277	0.143
96410	0.111
96411	0.111
96412	0.111
96559	0.167
96562	0.167
96563	0.167
96731	0.0909
96889	0.1
96903	0.0833
97775	0.125
99246	0.125
99625	0.143
102111	0.143
102112	0.143
102114	0.143
102130	0.0769
102245	0.1
102260	0.111
102262	0.111
102264	0.111
102451	0.2
102454	0.2
102618	0.5
102624	0.25
102774	0.125
102777	0.143
102783	0.125
102921	0.333
102925	0.333
102927	0.333
103054	0.25
103510	0.111
104302	0.167
104303	0.167
104304	0.167
104468	0.125
104475	0.1
104479	0.125
104567	0.25
104625	0.125
104631	0.125
104634	0.125
104715	0.222
104901	0.167
105265	0.167
105266	0.167
105268	0.167
105365	0.125
105380	0.1
105415	0.0833
105417	0.0909
105418	0.1
105419	0.0909
106072	0.125
106541	0.167
106542	0.167
106763	0.1
106996	0.167
107920	0.2
109622	0.25
109623	0.25
110090	0.111
110905	0.5
110906	0.5
110911	0.5
110996	0.4
111042	0.125
111094	0.0909
111470	0.167
111620	0.1
111633	0.111
111634	0.111
111690	0.143
111693	0.143
111694	0.143
111780	0.167
111782	0.111
111783	0.111
111784	0.111
111997	0.0909
131962	0.5
131970	0.5
132042	0.333
133693	0.5
133707	0.5
133755	0.333
133758	0.333
133779	0.333
135860	0.333
137680	0.143
137683	0.167
137742	0.0769
138173	0.25
138280	0.167
138736	0.143
138822	0.111
139078	0.25
139079	0.25
139080	0.25
139085	0.25
139230	0.143
139231	0.143
139232	0.143
139739	0.2
139742	0.2
139758	0.143
139889	0.25
139890	0.125
139891	0.125
139981	0.5
139982	0.5
139983	0.5
140255	0.143
140298	0.111
140740	0.111
141501	0.125
141502	0.143
141503	0.125
141504	0.125
141505	0.111
141650	0.167
141652	0.2
141653	0.2
141654	0.25
141655	0.2
141696	0.2
142201	0.2
142733	0.2
142735	0.2
142884	0.25
142886	0.25
142889	0.333
143004	0.25
143077	0.2
143114	0.333
143115	0.333
143262	0.5
143264	0.333
143265	0.5
144568	0.25
145017	0.4
145019	0.4
145101	0.0769
146020	0.222
146339	0.111
146655	0.222
146791	0.0909
146792	0.0909
146866	0.0833
146898	0.1
146918	0.25
146923	0.3
146938	0.0909
146941	0.0909
146942	0.0909
146944	0.111
147069	0.222
147070	0.222
147072	0.222
147233	0.2
147818	0.167
147913	0.143
148086	0.0769
148153	0.111
148678	0.0769
148681	0.154
148827	0.0833
148828	0.0769
148829	0.0769
148833	0.0909
150231	0.333
150378	0.2
150380	0.2
150381	0.25
150448	0.0833
150451	0.0833
150453	0.0833
150464	0.0833
150528	0.0909
150530	0.0909
150531	0.1
150555	0.0833
150559	0.25
150580	0.273
150583	0.3
150599	0.111
150601	0.429
150639	0.375
150643	0.429
150658	0.375
150697	0.25
150707	0.333
150708	0.5
150709	0.5
150782	0.25
150814	0.1
150928	0.0909
150929	0.1
150930	0.1
150982	0.2
150984	0.2
150985	0.333
150986	0.25
151131	0.143
151133	0.143
151136	0.143
151137	0.143
151608	0.125
151609	0.125
151610	0.125
151851	0.4
151854	0.333
151857	0.333
151863	0.4
151866	0.4
151873	0.25
151932	0.182
151965	0.167
151971	0.0833
152376	0.111
152963	0.111
152966	0.111
152975	0.125
152981	0.25
152986	0.167
153008	0.1
153011	0.1
153074	0.0909
153080	0.111
153089	0.0909
153651	0.25
153676	0.2
154270	0.125
154305	0.0833
154354	0.0909
154366	0.0909
154519	0.5
154520	0.5
154753	0.167
155106	0.167
155798	0.2
155799	0.167
155828	0.125
155831	0.125
155851	0.2
155873	0.143
155918	0.111
155924	0.125
155930	0.143
155933	0.143
155942	0.143
155947	0.143
155948	0.143
156049	0.111
156299	0.167
156620	0.0769
156704	0.1
156713	0.111
156734	0.0909
156748	0.0833
156754	0.0769
156900	0.1
156902	0.125
156904	0.125
156905	0.125
157543	0.125
157776	0.0909
157848	0.273
157863	0.417
157890	0.455
157893	0.1
157958	0.0909
157959	0.364
157995	0.25
157998	0.25
158001	0.286
158007	0.286
158037	0.125
158059	0.125
158060	0.125
158085	0.111
158089	0.182
158091	0.0909
158093	0.1
158148	0.1
158184	0.0833
158204	0.111
158211	0.111
158223	0.125
158229	0.375
158232	0.125
158265	0.375
158301	0.143
158361	0.5
158364	0.5
158933	0.143
159507	0.2
159820	0.25
160192	0.3
160198	0.25
160215	0.3
160246	0.3
160253	0.25
160273	0.25
160385	0.0909
160388	0.1
160390	0.0909
162580	0.5
162975	0.25
163508	0.333
163743	0.333
163745	0.333
163846	0.125
163894	0.2
164225	0.286
164778	0.0833
164909	0.167
165353	0.143
165926	0.333
165959	0.167
165971	0.143
165989	0.143
165998	0.143
166000	0.143
166028	0.143
166037	0.143
166046	0.429
166061	0.286
166085	0.25
166103	0.5
166112	0.333
167147	0.167
167150	0.143
167691	0.125
167703	0.143
167826	0.111
167828	0.111
167888	0.143
168869	0.111
169167	0.143
169168	0.167
169169	0.143
175291	0.5
175395	0.5
179979	0.4
180081	0.333
180097	0.111
180123	0.2
180129	0.4
180132	0.2
180147	0.4
180148	0.25
180177	0.2
180178	0.143
180181	0.167
180183	0.125
180184	0.125
180488	0.143
180491	0.286
180569	0.2
180593	0.455
180608	0.385
180673	0.125
181993	0.143
182018	0.125
182019	0.125
182026	0.375
182033	0.125
182132	0.154
182160	0.154
182378	0.222
182414	0.417
182415	0.0833
182426	0.3
182432	0.111
182444	0.182
182451	0.167
184586	0.385
184605	0.25
184609	0.0833
184611	0.2
184612	0.25
184614	0.182
184616	0.231
184618	0.1
184620	0.0909
184623	0.0909
185221	0.0833
185224	0.0909
185227	0.167
185249	0.0769
185252	0.0769
185253	0.0769
185844	0.125
186759	0.5
186760	0.5
186892	0.143
186896	0.4
186902	0.5
186911	0.5
186928	0.25
186931	0.25
186932	0.25
186934	0.25
187810	0.0909
187859	0.1
188074	0.111
188112	0.143
188461	0.111
188485	0.125
188680	0.25
188692	0.25
188786	0.143
188912	0.1
189351	0.167
190362	0.333
190762	0.0909
190763	0.0909
190764	0.0909
190922	0.0909
190924	0.0833
191280	0.167
191867	0.167
191897	0.143
192454	0.111
192876	0.125
192969	0.125
192974	0.111
193011	0.111
193018	0.143
193022	0.167
193060	0.125
193217	0.0833
194008	0.333
194015	0.167
194597	0.125
194687	0.25
195168	0.0909
195617	0.2
195785	0.182
195867	0.0909
196263	0.143
197859	0.143
199234	0.167
199287	0.125
199384	0.111
199390	0.167
199417	0.111
199443	0.143
199569	0.167
199589	0.2
199647	0.111
199785	0.143
199786	0.125
199793	0.111
199855	0.0909
199893	0.0909
200200	0.125
200467	0.333
200468	0.333
200600	0.1
200617	0.286
200618	0.286
200719	0.143
200925	0.25
201262	0.167
201424	0.125
201485	0.143
203168	0.154
203177	0.222
203180	0.2
203210	0.222
203222	0.2
203234	0.2
203243	0.2
203246	0.25
203249	0.25
203258	0.25
203519	0.143
203843	0.1
203844	0.1
203845	0.1
203847	0.1
203869	0.25
204016	0.125
204019	0.125
204021	0.125
204022	0.125
204026	0.125
204090	0.167
204091	0.167
204166	0.143
204167	0.143
204169	0.167
204240	0.167
204241	0.167
204745	0.1
204988	0.1
205453	0.1
205454	0.1
205455	0.1
205602	0.111
205817	0.125
205840	0.143
205841	0.143
205985	0.0769
205986	0.0769
205988	0.0769
205990	0.0833
206010	0.0833
206657	0.1
207058	0.0909
207059	0.0909
207069	0.0833
207255	0.125
207580	0.2
207910	0.333
207946	0.333
207978	0.5
208170	0.4
208222	0.143
208232	0.143
208233	0.125
208234	0.125
208249	0.125
208382	0.0909
208591	0.0833
208592	0.0833
208593	0.0833
208594	0.0833
209967	0.125
210115	0.0909
210117	0.0909
210118	0.1
210376	0.167
210378	0.167
210379	0.167
210526	0.1
210528	0.1
210529	0.1
210708	0.2
210709	0.2
210710	0.2
210857	0.0833
211006	0.167
211020	0.167
211041	0.111
211042	0.143
211188	0.0909
211191	0.0833
211193	0.1
211194	0.0909
211291	0.2
211292	0.2
211293	0.25
211300	0.5
211301	0.5
211470	0.5
211762	0.0833
213765	0.1
214042	0.2
214346	0.111
214452	0.143
215534	0.1
215549	0.125
215558	0.111
215559	0.111
215560	0.111
215573	0.111
215585	0.222
215591	0.2
215603	0.273
215723	0.154
215810	0.273
215813	0.3
215816	0.333
215825	0.2
215828	0.0909
215954	0.0769
215990	0.167
216008	0.167
216044	0.222
216050	0.125
216071	0.143
216077	0.5
216083	0.429
216086	0.167
216105	0.125
216116	0.143
216152	0.143
216154	0.143
216216	0.167
216395	0.111
216479	0.4
216491	0.273
216557	0.111
216563	0.125
216605	0.25
216692	0.125
216790	0.125
216841	0.143
216842	0.143
216899	0.125
217000	0.0909
217002	0.1
217004	0.0909
217005	0.0833
217147	0.167
217148	0.167
217200	0.25
217201	0.25
217289	0.111
217348	0.0769
217349	0.0769
217354	0.0909
217382	0.4
217388	0.444
217409	0.4
217424	0.333
217454	0.182
217467	0.0769
217520	0.231
217997	0.111
218099	0.111
218153	0.143
218174	0.25
218182	0.111
218213	0.182
218216	0.2
218219	0.2
218222	0.25
218252	0.333
218303	0.182
218324	0.1
218325	0.111
218327	0.125
218342	0.125
218345	0.111
218394	0.111
218396	0.111
218415	0.125
218416	0.125
218417	0.125
218429	0.111
218437	0.111
218459	0.143
218462	0.125
218513	0.286
218538	0.375
218539	0.375
218549	0.333
218576	0.375
218582	0.375
218615	0.0833
218633	0.0909
218816	0.0769
218822	0.0769
218834	0.25
218843	0.333
218867	0.364
218888	0.455
218891	0.444
218894	0.0909
218897	0.0833
218912	0.0833
218930	0.0833
218933	0.167
218951	0.5
218972	0.333
219005	0.143
219028	0.143
219158	0.0833
219160	0.0769
219241	0.167
219447	0.167
219539	0.143
219597	0.125
219689	0.167
220454	0.167
221254	0.111
221584	0.111
221732	0.2
221733	0.25
221734	0.25
222557	0.167
222558	0.167
222559	0.167
222706	0.1
222945	0.154
223173	0.125
223183	0.167
223184	0.167
223227	0.25
223280	0.429
223292	0.5
223322	0.444
223361	0.455
223362	0.182
223409	0.167
223421	0.0769
223932	0.1
224465	0.1
224491	0.111
224940	0.2
225146	0.125
225212	0.0909
225230	0.1
225239	0.1
225242	0.0909
225244	0.1
225254	0.0909
225269	0.1
225298	0.1
225299	0.1
225458	0.1
225619	0.1
225673	0.0909
225677	0.182
225682	0.1
225775	0.1
225777	0.1
225779	0.1
225780	0.1
225808	0.1
225810	0.111
225811	0.125
225812	0.111
225813	0.111
225838	0.0909
225940	0.0769
225959	0.1
225962	0.1
225979	0.111
226009	0.143
226262	0.143
226618	0.125
226620	0.125
226621	0.125
226765	0.0769
226767	0.0769
226771	0.0833
226775	0.0833
226912	0.0909
227303	0.1
228029	0.111
228181	0.0833
228232	0.1
228321	0.0909
228331	0.111
228332	0.111
228598	0.125
228599	0.125
228600	0.125
228620	0.111
228631	0.143
228659	0.143
228745	0.143
228749	0.2
228847	0.2
228872	0.167
228883	0.2
228916	0.167
229730	0.25
230281	0.167
230450	0.143
230453	0.125
230456	0.125
230477	0.125
230513	0.286
230540	0.25
230543	0.25
230582	0.2
230603	0.111
230618	0.0833
230984	0.25
230996	0.25
231041	0.333
231053	0.333
231065	0.333
231074	0.333
231080	0.5
231116	0.5
231155	0.25
231163	0.25
231170	0.125
231176	0.125
231185	0.125
231194	0.111
231241	0.125
231312	0.167
231367	0.444
231867	0.2
231869	0.2
231870	0.2
231874	0.25
231911	0.25
231934	0.5
231936	0.4
231999	0.25
232050	0.143
232074	0.333
232095	0.5
232104	0.2
232105	0.167
232257	0.167
232705	0.286
232862	0.182
233453	0.167
233454	0.167
233602	0.1
233603	0.125
233604	0.125
233728	0.154
233877	0.143
233878	0.143
234065	0.125
234066	0.111
234067	0.125
234069	0.125
234073	0.111
234074	0.1
234148	0.2
234680	0.111
235072	0.0769
235073	0.154
235074	0.154
235221	0.0909
235227	0.111
235236	0.143
235245	0.143
235659	0.111
235975	0.0909
236176	0.125
237084	0.125
237128	0.5
238270	0.0833
238296	0.0769
238726	0.25
239749	0.2
239826	0.2
240086	0.25
240422	0.0909
240456	0.167
240582	0.125
240583	0.111
240632	0.143
240712	0.333
240885	0.2
240896	0.2
241248	0.125
241382	0.25
241590	0.25
241740	0.143
242030	0.125
242287	0.25
243100	0.143
243492	0.125
243605	0.0769
243903	0.0769
243918	0.0769
243936	0.167
243939	0.0909
244026	0.0833
244242	0.154
244245	0.154
244594	0.333
244595	0.286
244669	0.455
244675	0.455
244680	0.0909
244701	0.333
244703	0.333
244708	0.111
244716	0.444
244757	0.25
244843	0.2
244844	0.2
244854	0.2
244859	0.2
245027	0.111
245282	0.125
245284	0.143
245436	0.125
245905	0.125
245995	0.167
246000	0.143
246833	0.0769
246942	0.167
247770	0.111
247809	0.1
248102	0.333
248827	0.143
248829	0.143
248831	0.143
248979	0.143
248981	0.143
249219	0.1
249248	0.1
249295	0.286
249645	0.125
250137	0.444
250210	0.0833
250267	0.0833
250302	0.0909
250348	0.125
250416	0.143
250795	0.125
251578	0.143
251579	0.167
251729	0.0909
251858	0.1
251876	0.0909
252083	0.1
252144	0.0909
252159	0.0909
252308	0.222
252311	0.25
252457	0.154
252458	0.154
252550	0.0909
252665	0.5
252808	0.2
252938	0.111
252939	0.111
252940	0.111
253036	0.0909
253212	0.125
253232	0.0833
253595	0.0833
253841	0.0909
253842	0.0909
253844	0.0909
254196	0.125
254217	0.0909
254236	0.111
254514	0.333
255054	0.143
255056	0.167
255207	0.167
255209	0.2
255211	0.2
255603	0.125
255620	0.167
255663	0.111
255750	0.1
255793	0.0909
255794	0.0909
255942	0.1
255944	0.1
255945	0.1
256059	0.25
256244	0.2
256245	0.2
256247	0.2
256393	0.143
256395	0.143
256396	0.143
256895	0.2
256896	0.2
256897	0.2
256898	0.2
257159	0.1
257179	0.1
257266	0.111
257411	0.167
257412	0.167
257415	0.167
257558	0.125
257559	0.125
257568	0.125
257570	0.125
257611	0.0909
257822	0.143
257966	0.0769
257967	0.0769
258116	0.167
258117	0.167
258446	0.125
258726	0.2
258732	0.167
258875	0.25
258878	0.25
258998	0.333
259692	0.0909
260001	0.143
260309	0.125
260536	0.2
260537	0.2
260538	0.2
260539	0.2
260616	0.125
260686	0.2
260687	0.2
260831	0.143
261082	0.154
261236	0.125
261795	0.0909
261796	0.0909
261861	0.2
262168	0.1
262332	0.25
262652	0.5
262680	0.5
262983	0.333
263134	0.2
263135	0.2
263136	0.2
263449	0.2
263597	0.143
263598	0.143
263599	0.143
263600	0.125
263627	0.111
263881	0.0909
263966	0.0833
264411	0.111
264459	0.0909
264530	0.0833
264584	0.167
265044	0.25
265046	0.25
265156	0.125
265157	0.125
265159	0.143
265160	0.143
265193	0.111
265194	0.125
265196	0.125
265306	0.125
265308	0.111
265309	0.111
266229	0.125
266252	0.111
266313	0.167
266318	0.0769
266334	0.0769
266343	0.0909
266358	0.0769
266378	0.0909
266379	0.0769
266430	0.0769
266435	0.0769
266732	0.1
267605	0.1
268327	0.1
268348	0.0909
268405	0.0833
269439	0.0909
269488	0.167
269490	0.111
269551	0.1
269712	0.125
269840	0.222
269841	0.2
269843	0.182
269870	0.364
269882	0.444
269903	0.444
269911	0.111
269984	0.333
270005	0.2
270008	0.167
270011	0.143
270746	0.25
272597	0.2
272746	0.222
273120	0.2
273121	0.167
273122	0.167
273123	0.167
273125	0.167
273126	0.167
273270	0.25
273275	0.167
273277	0.143
273333	0.4
273572	0.5
273573	0.5
273575	0.5
273720	0.333
273721	0.333
274100	0.143
274101	0.125
274102	0.125
274103	0.143
274251	0.125
274252	0.125
274253	0.1
274912	0.1
275297	0.143
275547	0.125
275870	0.143
276003	0.25
276011	0.111
276029	0.111
276038	0.182
276044	0.333
276053	0.154
276065	0.182
276071	0.182
276092	0.182
276095	0.182
276106	0.1
276134	0.0909
276173	0.333
276200	0.143
276251	0.286
276305	0.125
276453	0.111
276456	0.111
276467	0.125
276493	0.1
276494	0.111
276518	0.125
276524	0.167
276594	0.143
276623	0.2
276851	0.125
276956	0.125
277016	0.111
277030	0.111
277041	0.143
277268	0.154
277274	0.154
277322	0.167
277472	0.0909
277488	0.167
277489	0.143
277655	0.143
277733	0.4
277750	0.143
277882	0.0769
277883	0.0909
277885	0.0909
278032	0.125
278033	0.125
278034	0.143
278035	0.167
279288	0.0833
279315	0.0769
279346	0.111
279711	0.0833
279764	0.143
279806	0.25
279807	0.25
279995	0.1
280906	0.143
281129	0.143
281147	0.143
281166	0.111
281238	0.143
281506	0.2
281691	0.4
282293	0.286
282294	0.286
282305	0.111
282308	0.111
282309	0.125
282312	0.111
282444	0.333
282741	0.333
282742	0.25
282744	0.25
282893	0.1
283193	0.0909
283194	0.0909
283196	0.0833
283343	0.125
283344	0.125
283568	0.143
283775	0.2
283807	0.4
285693	0.333
285718	0.167
285761	0.2
285766	0.2
285789	0.333
285800	0.333
285801	0.333
285903	0.333
285906	0.333
285907	0.333
285920	0.364
285927	0.308
286083	0.167
286084	0.167
286091	0.2
286098	0.333
287113	0.5
287126	0.2
287834	0.0909
287840	0.0909
287992	0.429
288172	0.333
288173	0.333
288176	0.333
288318	0.333
288321	0.333
288322	0.5
288323	0.167
288330	0.25
288331	0.25
288333	0.25
288356	0.333
288735	0.25
288885	0.125
288922	0.125
289110	0.0769
289111	0.0769
289112	0.0833
289397	0.143
289398	0.167
289546	0.1
289549	0.0833
289551	0.0833
289552	0.0833
289553	0.0833
289554	0.0833
289576	0.111
289597	0.1
289628	0.167
289636	0.2
289655	0.333
290150	0.111
290590	0.0909
290592	0.1
290593	0.1
290594	0.111
290739	0.2
290740	0.2
291068	0.333
291080	0.333
291116	0.5
291137	0.333
291154	0.25
291173	0.333
291194	0.25
291478	0.0909
291598	0.333
291620	0.5
291758	0.2
291759	0.167
291906	0.333
291943	0.333
292096	0.143
292097	0.143
292100	0.143
292308	0.167
292310	0.25
292458	0.167
292459	0.167
292460	0.2
292894	0.167
292895	0.167
292896	0.143
292952	0.375
292979	0.25
292985	0.231
292997	0.0769
293043	0.0769
293108	0.167
293135	0.143
293165	0.25
293180	0.25
293186	0.25
293198	0.222
293207	0.222
293222	0.3
293223	0.2
293273	0.385
293276	0.385
293277	0.385
293321	0.5
293339	0.462
293342	0.462
293372	0.0769
293378	0.5
293399	0.222
293411	0.143
293414	0.143
293429	0.143
293620	0.5
293771	0.25
294010	0.182
294053	0.333
294077	0.25
294080	0.5
294083	0.25
294089	0.25
294113	0.25
294119	0.429
294125	0.2
294140	0.2
294146	0.2
294207	0.167
294213	0.167
294216	0.167
294219	0.167
294234	0.2
294248	0.143
294252	0.167
294255	0.2
294261	0.2
294262	0.2
294265	0.25
294266	0.2
294267	0.167
294270	0.167
294291	0.25
294348	0.143
294357	0.143
294360	0.143
294363	0.143
294367	0.143
294368	0.143
294369	0.143
294399	0.143
294408	0.143
294412	0.167
294447	0.25
294448	0.333
294514	0.143
294516	0.143
294543	0.167
294544	0.167
294545	0.167
294597	0.125
294598	0.125
294693	0.25
294695	0.2
295055	0.167
295197	0.143
295371	0.25
295412	0.111
295696	0.0833
296335	0.167
296364	0.167
296370	0.167
296402	0.143
296423	0.111
296426	0.125
296435	0.1
296441	0.1
296477	0.0909
296483	0.1
296489	0.0833
296738	0.182
296740	0.0769
296791	0.0833
296816	0.0833
296840	0.1
296842	0.1
296843	0.0909
296849	0.4
296852	0.0769
296858	0.0833
296861	0.0769
296882	0.273
296885	0.0833
296891	0.1
296894	0.111
296980	0.167
296989	0.167
297020	0.25
297078	0.2
297085	0.143
297094	0.125
297144	0.125
297192	0.167
297529	0.143
297530	0.143
297531	0.143
297573	0.143
297664	0.111
297680	0.125
297965	0.167
297998	0.3
298010	0.167
298589	0.5
298591	0.5
298881	0.333
298921	0.25
298979	0.0833
300723	0.25
300724	0.25
300725	0.25
300878	0.143
300880	0.143
301526	0.333
301527	0.333
301528	0.333
301675	0.125
301676	0.125
301678	0.125
301706	0.125
301756	0.2
301759	0.167
301935	0.25
302056	0.2
302094	0.143
302159	0.111
302272	0.2
302273	0.167
302295	0.25
302422	0.2
302423	0.2
302567	0.0909
304648	0.125
305152	0.167
305192	0.143
305223	0.333
305256	0.125
305303	0.1
305361	0.111
305363	0.0909
305403	0.182
305495	0.1
305508	0.1
305511	0.0909
305513	0.125
305514	0.111
305549	0.125
305698	0.0833
306239	0.333
306241	0.333
306244	0.333
306246	0.333
306390	0.4
306392	0.4
306394	0.4
306395	0.4
306396	0.4
306545	0.222
306549	0.125
306580	0.143
306628	0.1
306670	0.0909
306768	0.167
306852	0.25
307082	0.25
307244	0.0769
307319	0.0769
308121	0.125
308162	0.143
308164	0.143
308166	0.143
308167	0.25
308292	0.125
308313	0.167
308315	0.167
308316	0.143
308364	0.333
309569	0.5
309572	0.5
309574	0.5
309575	0.5
309576	0.5
309740	0.167
309758	0.125
309783	0.125
309788	0.25
309806	0.429
309839	0.222
309887	0.111
310016	0.2
310028	0.2
310040	0.333
310046	0.222
310175	0.375
310178	0.375
310193	0.3
310325	0.111
310343	0.125
310346	0.125
310355	0.333
310547	0.182
310559	0.2
310569	0.111
310622	0.333
310700	0.455
310703	0.231
310874	0.273
310880	0.333
310881	0.3
310882	0.222
310886	0.2
