site_id	ZYMO_Standard
221871	0.0714
221892	0.0625
221906	0.133
222019	0.1
222163	0.5
222243	0.0833
222312	0.0833
222313	0.0833
222388	0.0769
222590	0.0833
222643	0.0769
223318	0.125
223332	0.125
223336	0.125
223424	0.2
223450	0.25
223483	0.0769
223490	0.0769
223493	0.0769
223494	0.0909
223632	0.111
223633	0.111
223640	0.111
223641	0.125
223642	0.111
223645	0.143
223647	0.111
223791	0.111
223792	0.125
223793	0.111
223940	0.125
223941	0.111
223942	0.111
224673	0.0833
225009	0.111
225317	0.0556
225393	0.111
225418	0.0667
225424	0.0625
225425	0.0625
225485	0.0667
225547	0.0909
225556	0.1
225588	0.111
225634	0.25
225635	0.25
227635	0.167
228214	0.2
228320	0.1
228321	0.111
228322	0.111
228323	0.111
228473	0.25
228474	0.25
229334	0.0769
229383	0.0769
229512	0.0667
229660	0.0667
229661	0.0667
229662	0.0667
230465	0.1
230526	0.2
230527	0.2
230558	0.333
230624	0.0833
230658	0.0556
231196	0.0667
231199	0.0667
231342	0.125
231344	0.125
231636	0.125
231695	0.125
231726	0.111
231727	0.111
231787	0.143
232147	0.1
232148	0.1
232764	0.125
233105	0.0667
233126	0.125
233631	0.0909
233669	0.0909
233759	0.2
233871	0.25
233933	0.2
233988	0.25
234045	0.143
234150	0.0769
234425	0.1
234563	0.0667
234881	0.125
235433	0.25
235665	0.143
235690	0.2
235890	0.0625
235896	0.0588
236080	0.0769
236231	0.2
236266	0.143
236267	0.167
236271	0.167
236313	0.0833
236314	0.0833
236317	0.0833
236318	0.0769
236463	0.154
236464	0.154
236683	0.0909
236729	0.1
238884	0.143
239260	0.333
239261	0.333
239515	0.0714
240774	0.111
240775	0.0909
240917	0.0909
240924	0.111
240926	0.143
240975	0.0588
241243	0.1
241244	0.1
241245	0.111
241246	0.111
241264	0.1
241395	0.111
241457	0.1
241521	0.0769
241722	0.0667
241723	0.0667
241724	0.0667
241728	0.0909
241834	0.143
241870	0.167
241871	0.167
241872	0.167
241963	0.125
242021	0.1
242022	0.1
242023	0.125
242033	0.125
242042	0.125
242216	0.143
243614	0.25
243677	0.0909
243678	0.0909
243679	0.0909
243691	0.0909
243827	0.0833
243829	0.0833
243974	0.1
244345	0.1
244548	0.0556
244763	0.0667
245265	0.0909
246608	0.0625
246649	0.0769
246705	0.1
247047	0.0769
247224	0.143
247257	0.0714
247265	0.118
247326	0.0769
248169	0.111
248204	0.111
248207	0.111
248272	0.333
248367	0.1
248369	0.1
248370	0.1
248492	0.0833
248517	0.0833
248518	0.0833
248519	0.0833
248794	0.0667
252760	0.111
252768	0.0909
252785	0.0769
252865	0.0714
253095	0.2
253242	0.1
253415	0.143
254006	0.125
254008	0.167
254086	0.25
254112	0.1
254156	0.0833
254157	0.0833
254159	0.0909
254501	0.167
254725	0.0556
254870	0.0625
254871	0.0714
254872	0.0625
254873	0.0667
254901	0.0909
255080	0.2
255107	0.25
255154	0.125
255155	0.125
255156	0.167
255254	0.0909
255281	0.111
255303	0.125
255304	0.125
255367	0.125
255368	0.125
255618	0.0909
255647	0.0588
255671	0.0588
255678	0.0556
255780	0.0909
255983	0.0909
256113	0.0769
256285	0.308
256288	0.2
256364	0.143
256407	0.0833
256419	0.0667
256424	0.0714
256596	0.0667
256657	0.0667
256778	0.0625
256779	0.0667
256780	0.0667
256926	0.167
256927	0.167
256929	0.143
257060	0.25
257305	0.143
257307	0.167
257309	0.167
257349	0.1
257453	0.167
257456	0.0909
257458	0.0909
258088	0.0909
258153	0.125
258159	0.143
258222	0.0909
260136	0.1
260661	0.111
260675	0.111
260722	0.0833
261080	0.0667
261258	0.111
261432	0.154
261437	0.0769
261775	0.167
261793	0.0714
261925	0.286
261926	0.25
262225	0.0769
262709	0.167
262712	0.167
262715	0.167
262725	0.167
263176	0.143
263258	0.25
263483	0.111
263484	0.111
263579	0.25
263885	0.2
263888	0.2
264033	0.0909
264183	0.0833
264185	0.0833
264329	0.0909
264502	0.111
264963	0.125
265012	0.167
265017	0.167
265036	0.2
265230	0.0588
265550	0.0714
265634	0.143
265656	0.0667
265806	0.0769
266310	0.125
266968	0.0909
267188	0.0625
267190	0.0625
267338	0.0769
267339	0.0769
267457	0.0556
267458	0.0556
267559	0.0667
267608	0.111
267609	0.111
267680	0.286
267781	0.111
267951	0.111
267976	0.0909
268094	0.0625
268264	0.0909
268608	0.0714
268758	0.167
268759	0.167
268760	0.167
269017	0.111
269019	0.1
269062	0.143
269452	0.167
269453	0.2
269454	0.167
269456	0.167
269973	0.5
269974	0.5
270320	0.0769
270332	0.0769
270335	0.0769
270386	0.0556
270392	0.0556
270393	0.0556
270465	0.0556
270519	0.0769
270839	0.0909
270842	0.0909
270933	0.1
270970	0.0909
271013	0.143
271036	0.125
271037	0.125
271045	0.167
271239	0.0625
271306	0.0625
271461	0.0833
271761	0.4
271762	0.4
271905	0.182
272105	0.167
272630	0.118
272725	0.0833
273264	0.111
273297	0.0909
273330	0.0833
273721	0.125
273823	0.143
273826	0.143
273975	0.1
273977	0.111
274414	0.167
274614	0.111
274639	0.0909
274682	0.111
274691	0.125
274709	0.143
274721	0.143
274773	0.0769
274778	0.0714
275071	0.1
276289	0.25
278039	0.1
278184	0.1
278240	0.111
278345	0.0625
278469	0.143
278564	0.0769
279423	0.1
279542	0.0769
279543	0.0833
279582	0.0714
279584	0.0667
279585	0.0667
279734	0.0833
279735	0.0833
279879	0.0769
280224	0.0769
280241	0.0714
281077	0.2
282344	0.1
282490	0.1
282491	0.111
282549	0.0769
282571	0.111
282762	0.1
282934	0.0909
282977	0.111
282985	0.222
283252	0.125
283590	0.0625
283714	0.1
283715	0.1
283717	0.1
283749	0.1
284458	0.0909
284802	0.0588
284846	0.0556
284849	0.0556
284913	0.0714
285115	0.2
285117	0.182
285118	0.2
285120	0.182
285126	0.182
285127	0.182
285130	0.182
285134	0.182
285204	0.2
285551	0.0909
285593	0.143
286034	0.0714
286057	0.0667
286161	0.125
286471	0.111
286727	0.143
286728	0.143
286877	0.0714
286878	0.0714
286879	0.0714
286938	0.0714
286953	0.167
287015	0.286
287104	0.2
287105	0.2
287834	0.0833
287846	0.0769
288026	0.333
288128	0.5
288278	0.125
290001	0.0667
290058	0.25
290949	0.2
290950	0.2
290952	0.182
291099	0.182
291100	0.182
291101	0.154
291102	0.143
291166	0.0667
291168	0.0667
291169	0.0714
291171	0.0667
291173	0.0667
291176	0.0833
291313	0.0625
291320	0.0667
291532	0.1
291814	0.0714
291961	0.143
291962	0.143
291963	0.143
291965	0.143
291967	0.143
292446	0.2
292453	0.2
292533	0.1
293377	0.143
293440	0.2
293674	0.111
293730	0.1
293731	0.1
293732	0.1
293787	0.125
293880	0.143
293881	0.143
293882	0.143
299643	0.25
299732	0.2
299835	0.0909
299846	0.0909
299879	0.125
299887	0.125
300408	0.125
300942	0.0714
301365	0.0769
301494	0.125
301495	0.125
301496	0.125
301643	0.0667
301644	0.0667
301960	0.0556
301963	0.0556
