site_id	SPIT_TGnew_Virome_1
17656	0.143
17660	0.167
17841	0.5
17858	0.364
17955	0.125
18061	0.333
18067	0.333
18068	0.333
18525	0.154
18652	0.5
18685	0.364
18695	0.222
18704	0.222
18705	0.222
18706	0.222
18713	0.286
18715	0.143
18716	0.2
19055	0.167
19058	0.167
19082	0.125
19136	0.143
19169	0.143
19196	0.167
19198	0.3
19224	0.0909
19385	0.143
19409	0.231
19421	0.231
19478	0.2
19505	0.2
19517	0.182
19534	0.182
19553	0.143
19646	0.125
19709	0.0833
19712	0.111
19739	0.111
19754	0.125
19775	0.125
19781	0.111
19784	0.125
19802	0.143
19817	0.125
19844	0.286
19883	0.167
19913	0.167
19916	0.167
19941	0.111
19967	0.111
19968	0.111
20135	0.2
20136	0.2
20144	0.2
20156	0.2
20198	0.5
20268	0.2
20289	0.2
20493	0.2
20499	0.2
20718	0.2
20734	0.167
20758	0.143
20786	0.143
20792	0.143
20919	0.4
20925	0.167
21161	0.167
21256	0.167
21257	0.2
21441	0.1
21460	0.0909
21489	0.222
21546	0.182
21550	0.182
21564	0.111
21575	0.182
21588	0.182
21702	0.222
21738	0.125
21744	0.111
21753	0.444
21762	0.444
21765	0.111
21797	0.333
21847	0.143
21997	0.167
21998	0.167
22258	0.2
22334	0.143
22363	0.5
22367	0.125
22438	0.286
22444	0.143
22453	0.143
22456	0.143
22471	0.1
22497	0.125
22595	0.1
22627	0.111
22651	0.0909
22690	0.1
22711	0.167
22728	0.125
22863	0.273
22894	0.182
22955	0.0769
22956	0.0769
22960	0.0833
22963	0.0833
22964	0.0833
22965	0.0833
23016	0.1
23033	0.0833
23044	0.385
23108	0.167
23146	0.25
23149	0.25
23179	0.125
23698	0.333
23720	0.25
23780	0.2
23781	0.25
23930	0.125
24276	0.5
24308	0.25
24311	0.25
24319	0.333
24441	0.0769
24442	0.0909
24492	0.0833
24514	0.0714
24520	0.357
24588	0.0833
24589	0.0909
24592	0.0833
24595	0.0833
24599	0.2
24614	0.167
24629	0.167
24660	0.125
24682	0.143
24747	0.25
24755	0.5
24823	0.333
25171	0.167
25175	0.286
25180	0.333
25188	0.333
25194	0.333
25269	0.143
25280	0.25
25315	0.25
25317	0.25
25318	0.25
25319	0.25
25363	0.167
25402	0.375
25421	0.3
25432	0.222
25433	0.2
25435	0.2
25442	0.364
25445	0.154
25454	0.154
25519	0.182
25535	0.364
25536	0.364
25575	0.5
25577	0.2
25585	0.3
25614	0.429
25622	0.25
25623	0.375
25624	0.286
25643	0.429
25682	0.167
25684	0.167
25759	0.333
25760	0.333
25762	0.333
25763	0.333
25765	0.333
25881	0.2
25882	0.2
26018	0.25
26031	0.143
26032	0.125
26042	0.286
26046	0.286
26061	0.333
26083	0.5
26105	0.444
26114	0.4
26168	0.4
26177	0.4
26179	0.4
26192	0.222
26194	0.222
26265	0.143
26303	0.286
26380	0.2
26388	0.333
26408	0.375
26438	0.462
26442	0.286
26447	0.462
26458	0.333
26530	0.286
26598	0.5
26599	0.5
26600	0.5
26715	0.286
26723	0.333
26738	0.333
26748	0.2
26749	0.2
26841	0.2
26925	0.333
26945	0.333
26977	0.286
26978	0.286
26985	0.1
27061	0.0909
27124	0.333
27128	0.222
27135	0.143
27137	0.125
27173	0.167
27258	0.0833
27259	0.0833
27415	0.154
27422	0.182
27443	0.143
27454	0.333
27471	0.5
27514	0.5
27516	0.429
27543	0.25
27569	0.167
27598	0.2
27873	0.25
27890	0.25
27891	0.25
27896	0.25
27906	0.25
27924	0.2
28359	0.143
28437	0.143
28439	0.286
28449	0.5
28452	0.4
28464	0.333
28989	0.5
28990	0.333
28999	0.333
29011	0.25
29025	0.25
29052	0.455
29181	0.364
29182	0.111
29571	0.5
29580	0.25
29581	0.25
29637	0.25
29686	0.5
29728	0.333
29754	0.5
29821	0.4
29898	0.125
29905	0.333
30040	0.5
30677	0.5
30680	0.333
30753	0.286
30815	0.2
30818	0.2
30821	0.167
30935	0.4
30971	0.2
31080	0.333
31087	0.333
31092	0.333
31113	0.25
31119	0.333
31122	0.333
31123	0.333
31140	0.5
31157	0.5
31215	0.333
31248	0.333
31271	0.5
31440	0.111
31507	0.111
31661	0.5
31701	0.333
31703	0.333
31709	0.333
31712	0.5
31745	0.25
31751	0.5
31794	0.25
31814	0.25
31965	0.5
32042	0.143
32043	0.143
32107	0.364
32127	0.0909
32150	0.3
32174	0.125
32192	0.0769
32277	0.444
32326	0.111
32379	0.167
32388	0.143
32400	0.143
32416	0.286
32498	0.286
32531	0.273
33427	0.333
33472	0.5
33474	0.5
33490	0.5
33493	0.5
33499	0.5
33504	0.5
33520	0.5
33540	0.25
34356	0.25
34422	0.4
34470	0.375
34472	0.429
34976	0.333
35010	0.111
35135	0.286
35146	0.5
35390	0.25
35482	0.25
35499	0.167
35647	0.25
35840	0.333
35844	0.333
35846	0.333
35847	0.333
35877	0.333
35955	0.2
36361	0.0909
36363	0.1
36365	0.1
36419	0.333
36486	0.5
36599	0.333
36608	0.333
36627	0.25
36644	0.143
36662	0.167
37101	0.143
37102	0.143
37129	0.5
37141	0.5
37159	0.429
37204	0.375
37219	0.375
37240	0.4
37251	0.333
37252	0.333
37633	0.5
37651	0.333
37672	0.333
37732	0.143
37745	0.25
37750	0.25
37781	0.222
37798	0.286
37807	0.25
37816	0.111
37846	0.3
37979	0.5
38011	0.167
38014	0.111
38107	0.429
38113	0.429
38119	0.286
38181	0.167
38194	0.2
38294	0.0714
38302	0.0714
38323	0.154
38443	0.333
38479	0.182
38500	0.333
38525	0.125
38548	0.25
38568	0.4
38663	0.333
38669	0.333
38704	0.4
38720	0.5
38788	0.5
38789	0.5
38791	0.5
38806	0.4
38815	0.4
38832	0.5
38858	0.333
38950	0.429
39029	0.333
39055	0.25
39073	0.167
39075	0.167
39076	0.167
39079	0.125
39082	0.375
39100	0.222
39112	0.444
39132	0.5
39143	0.5
39145	0.5
39147	0.5
39150	0.5
39166	0.0909
39188	0.417
39205	0.4
39222	0.125
39224	0.125
39348	0.167
39349	0.167
39350	0.167
39424	0.429
39479	0.364
39488	0.364
39491	0.364
39531	0.4
39533	0.4
39550	0.111
39551	0.111
39594	0.1
39596	0.1
39597	0.1
39606	0.0909
39608	0.1
39614	0.0909
39615	0.0909
39630	0.143
40300	0.5
40301	0.333
40343	0.286
40352	0.25
40354	0.111
40356	0.111
40374	0.455
40388	0.0833
40400	0.5
40449	0.0769
40450	0.0769
40501	0.111
40502	0.111
40510	0.143
40535	0.333
40538	0.167
40553	0.167
40598	0.5
40688	0.182
40701	0.182
40737	0.143
40841	0.2
40871	0.25
40872	0.25
40970	0.2
40991	0.143
41018	0.2
41027	0.167
41075	0.375
41100	0.3
41168	0.333
41170	0.143
41233	0.167
41234	0.5
41260	0.5
41316	0.5
41326	0.444
41395	0.167
41440	0.25
41512	0.25
41557	0.25
41563	0.125
41587	0.333
41588	0.0833
41590	0.333
41622	0.0714
41641	0.25
41646	0.0909
41701	0.286
41773	0.143
41827	0.308
41848	0.364
41923	0.0769
41932	0.0769
41935	0.0714
41968	0.0833
41969	0.0769
41989	0.0769
42011	0.182
42024	0.182
42028	0.182
42056	0.125
42064	0.143
42142	0.222
42148	0.444
42160	0.375
42187	0.444
42202	0.455
42205	0.417
42217	0.417
42250	0.5
42278	0.5
42290	0.333
42310	0.111
42386	0.167
42391	0.333
42416	0.2
42638	0.25
42669	0.5
42714	0.444
42783	0.0909
42788	0.1
43295	0.333
43382	0.25
43403	0.333
43728	0.5
43734	0.5
43800	0.5
43890	0.4
43896	0.2
43914	0.333
43997	0.444
44025	0.429
44027	0.429
44049	0.333
44055	0.429
44205	0.222
44440	0.25
44444	0.25
44445	0.5
44486	0.2
44509	0.5
44512	0.333
44551	0.25
44556	0.25
44602	0.2
44728	0.25
44747	0.25
44815	0.429
44824	0.429
44830	0.429
44851	0.375
44858	0.286
44861	0.286
44964	0.455
44977	0.462
44998	0.417
45033	0.4
45052	0.333
45082	0.5
45094	0.4
45249	0.167
45275	0.286
45292	0.429
45313	0.444
45316	0.444
45320	0.444
45332	0.4
45333	0.4
45334	0.4
45371	0.167
45399	0.143
45421	0.286
45462	0.167
45492	0.429
45494	0.143
45503	0.286
45598	0.1
45651	0.273
45669	0.0769
45715	0.0909
45726	0.0909
46263	0.25
46284	0.25
46321	0.4
46389	0.4
46395	0.5
46446	0.222
46512	0.125
46665	0.231
46926	0.0769
47012	0.0833
47039	0.25
47048	0.0714
47108	0.167
47115	0.167
47117	0.167
47424	0.25
47581	0.5
47650	0.5
47708	0.2
47728	0.2
47730	0.2
47741	0.2
47790	0.333
47831	0.4
47849	0.4
47867	0.333
47921	0.5
47981	0.154
48024	0.4
48027	0.333
48028	0.333
48059	0.333
48072	0.5
48097	0.4
48113	0.5
48143	0.25
48149	0.25
48213	0.25
48216	0.25
48231	0.25
48264	0.455
48297	0.455
48306	0.375
48312	0.125
48315	0.375
48340	0.25
48348	0.4
48439	0.286
48441	0.167
48501	0.444
48552	0.125
48597	0.25
48651	0.5
49340	0.333
49376	0.286
49381	0.286
49382	0.429
49448	0.286
49449	0.429
49466	0.143
49474	0.143
49484	0.429
49921	0.286
49936	0.143
49946	0.286
49960	0.111
50018	0.0909
50023	0.1
50036	0.273
50053	0.1
50056	0.3
50080	0.2
50081	0.2
50090	0.2
50092	0.2
50094	0.2
50098	0.2
50099	0.2
50123	0.25
50144	0.25
50227	0.25
50253	0.25
50457	0.4
50551	0.333
50594	0.3
50658	0.143
50674	0.286
50706	0.143
50763	0.5
50765	0.5
50850	0.25
51942	0.25
52166	0.444
52177	0.111
52192	0.167
52197	0.375
52223	0.25
52254	0.143
52265	0.25
52306	0.25
52318	0.4
52319	0.2
52437	0.1
52438	0.111
52442	0.1
52443	0.1
52444	0.111
52447	0.1
52448	0.1
52589	0.0909
52592	0.0909
52593	0.0909
52594	0.0909
52595	0.0909
52640	0.5
52661	0.462
52730	0.143
53011	0.25
53012	0.25
53058	0.5
53063	0.5
53080	0.5
53091	0.5
53228	0.2
53230	0.25
53247	0.2
53267	0.2
53268	0.2
53896	0.333
53899	0.333
53916	0.333
53917	0.333
53918	0.333
53926	0.333
53935	0.333
53940	0.333
54015	0.5
54023	0.5
54144	0.333
54145	0.333
54146	0.333
54197	0.167
54200	0.167
54206	0.167
54215	0.286
54266	0.25
54272	0.286
54295	0.143
54392	0.2
54401	0.0909
54473	0.222
54515	0.286
54518	0.214
54539	0.429
54569	0.0833
54584	0.364
54587	0.182
54665	0.3
54666	0.333
54680	0.2
54683	0.4
54685	0.1
54722	0.5
54731	0.25
54758	0.286
54809	0.167
54815	0.167
54851	0.5
54896	0.25
54902	0.333
54911	0.333
54926	0.5
54929	0.5
54957	0.167
54968	0.143
55004	0.143
55078	0.444
55112	0.286
55117	0.167
55119	0.167
55144	0.4
55177	0.2
55204	0.2
55205	0.2
55210	0.143
55246	0.25
55254	0.143
55256	0.143
55257	0.143
55258	0.143
55259	0.143
55270	0.167
55324	0.286
55393	0.444
55405	0.2
55412	0.0909
55433	0.182
55441	0.167
55453	0.286
55462	0.214
55484	0.364
55567	0.0769
55723	0.375
55726	0.4
55735	0.4
55765	0.25
55843	0.286
55852	0.143
55891	0.429
55897	0.4
56000	0.2
56086	0.4
56224	0.5
56410	0.333
56480	0.1
56532	0.455
56548	0.0909
56644	0.429
56668	0.182
56719	0.143
56794	0.5
56809	0.25
57191	0.5
57215	0.333
57246	0.333
57508	0.333
57535	0.333
57561	0.333
57593	0.167
57704	0.286
57737	0.3
57740	0.2
57770	0.143
57776	0.429
57794	0.333
57795	0.333
57800	0.222
57819	0.1
57833	0.0909
57854	0.1
57870	0.1
57884	0.111
57887	0.125
57890	0.25
57915	0.222
57917	0.222
57920	0.222
57929	0.143
57947	0.143
57971	0.5
57984	0.333
57992	0.5
58166	0.25
58302	0.333
58323	0.25
58358	0.25
58592	0.5
58611	0.333
58613	0.333
58699	0.333
58704	0.25
58782	0.25
59028	0.333
59041	0.333
59057	0.333
59071	0.333
59074	0.5
59119	0.5
59155	0.5
59177	0.5
59185	0.5
59245	0.25
59251	0.25
59260	0.333
59290	0.333
59359	0.2
59380	0.167
59413	0.125
59487	0.111
59488	0.111
59539	0.25
59548	0.2
59553	0.111
59567	0.111
59746	0.0769
59815	0.0769
59838	0.429
59860	0.0769
59881	0.0714
59902	0.0833
59904	0.3
59905	0.111
59932	0.25
59953	0.5
59974	0.333
59983	0.167
60001	0.2
60007	0.167
60022	0.167
60077	0.222
60139	0.5
60142	0.143
60313	0.333
60319	0.375
60331	0.375
60338	0.3
60348	0.429
60376	0.0769
60379	0.0769
60385	0.0769
60428	0.0833
60445	0.0714
60517	0.2
60524	0.2
60538	0.125
60541	0.125
60544	0.125
60559	0.5
60565	0.375
60571	0.375
60574	0.375
60577	0.375
60609	0.222
60688	0.167
60718	0.25
60719	0.25
60723	0.25
60864	0.333
60925	0.286
60957	0.444
60971	0.364
60976	0.3
61020	0.333
61021	0.333
61033	0.375
61042	0.429
61075	0.286
61135	0.444
61147	0.444
61162	0.375
61168	0.333
61177	0.444
61183	0.444
61222	0.429
61225	0.286
61234	0.333
61264	0.4
61276	0.4
61285	0.286
61311	0.25
61342	0.111
61354	0.111
61362	0.1
61398	0.0833
61428	0.214
61447	0.222
61480	0.5
61522	0.5
61627	0.167
61633	0.444
61640	0.5
61642	0.286
61652	0.25
61653	0.286
61669	0.25
61816	0.125
61822	0.333
62077	0.357
62086	0.357
62089	0.357
62171	0.333
62172	0.111
62173	0.111
62197	0.375
62239	0.125
62248	0.333
62272	0.2
62352	0.375
62360	0.3
62517	0.286
62601	0.333
62649	0.125
62715	0.167
62793	0.5
62817	0.25
62832	0.333
62949	0.222
62961	0.5
62970	0.1
62973	0.4
63012	0.2
63018	0.111
63045	0.5
63063	0.25
63076	0.25
63078	0.286
63081	0.429
63093	0.2
63117	0.25
63118	0.5
63120	0.333
63192	0.2
63198	0.2
63210	0.4
63211	0.4
63228	0.4
63231	0.4
63261	0.4
63264	0.2
63306	0.286
63366	0.333
63379	0.25
63381	0.25
63427	0.2
63441	0.2
63446	0.2
63452	0.4
63497	0.333
63529	0.333
63530	0.333
63531	0.333
63641	0.429
63651	0.429
63691	0.286
63693	0.286
63698	0.375
63700	0.375
63839	0.154
63858	0.1
63870	0.1
63891	0.125
63909	0.25
63957	0.1
63969	0.125
64092	0.111
64093	0.125
64094	0.111
64097	0.375
64144	0.2
64193	0.2
64231	0.25
64242	0.333
64243	0.333
64244	0.333
64340	0.5
64376	0.333
64400	0.2
64402	0.2
64543	0.111
64549	0.143
64551	0.167
64553	0.2
64564	0.25
64587	0.333
64589	0.167
64613	0.333
64625	0.333
64631	0.333
64638	0.25
64683	0.5
64688	0.417
64888	0.25
65102	0.222
65113	0.286
65135	0.286
65290	0.273
65308	0.167
65311	0.0909
65314	0.273
65326	0.125
65335	0.333
65353	0.167
65356	0.5
65737	0.333
65764	0.333
65909	0.25
65977	0.4
66024	0.286
66059	0.125
66182	0.2
66271	0.143
66274	0.143
66289	0.25
66307	0.5
66327	0.167
66329	0.5
67919	0.333
67920	0.333
67923	0.333
68066	0.111
68068	0.111
68069	0.111
68181	0.0909
68203	0.364
68235	0.143
68243	0.125
68323	0.333
68391	0.167
68416	0.4
68436	0.4
68463	0.5
68465	0.333
68472	0.333
68473	0.333
68474	0.333
68518	0.25
68542	0.286
68551	0.25
68562	0.286
68792	0.0714
68813	0.0909
68838	0.333
68873	0.2
68912	0.2
68981	0.111
68995	0.111
68999	0.0833
69301	0.2
69303	0.2
69307	0.2
69310	0.2
69335	0.333
69362	0.222
69428	0.111
69435	0.111
69442	0.222
69445	0.111
69452	0.125
69455	0.125
69479	0.167
69527	0.143
69530	0.143
69538	0.333
69572	0.25
69578	0.5
69599	0.429
69614	0.2
69711	0.143
69761	0.167
69835	0.333
69860	0.333
69878	0.333
70661	0.5
70696	0.5
70834	0.143
70858	0.375
70903	0.286
70921	0.25
70936	0.444
70969	0.444
71381	0.2
71393	0.167
71543	0.2
71575	0.25
71587	0.2
71635	0.4
71839	0.1
71858	0.0909
71863	0.0769
71879	0.333
71933	0.273
71969	0.5
71993	0.429
72082	0.2
72292	0.4
72299	0.4
72308	0.5
72398	0.2
72443	0.5
72458	0.5
72501	0.4
72513	0.25
72545	0.125
72550	0.125
72605	0.2
72615	0.2
72619	0.333
72620	0.167
72626	0.5
72631	0.167
72635	0.5
72650	0.5
72680	0.125
72683	0.375
72716	0.5
72728	0.364
72740	0.2
72776	0.1
72817	0.2
72818	0.2
72893	0.3
72983	0.111
72992	0.2
73028	0.125
73079	0.25
73140	0.4
73169	0.167
73184	0.143
73309	0.167
73313	0.167
73326	0.167
73724	0.364
73745	0.222
73760	0.333
73844	0.222
73886	0.333
73889	0.222
73892	0.333
73904	0.125
73919	0.25
73922	0.25
73925	0.25
73967	0.167
73970	0.375
73973	0.375
73976	0.375
74028	0.429
74054	0.5
74072	0.455
74141	0.429
74189	0.0833
74253	0.0909
74255	0.1
74270	0.111
74284	0.2
74286	0.2
74308	0.182
74341	0.333
74346	0.167
74400	0.2
74416	0.5
75124	0.333
75127	0.333
75142	0.333
75151	0.333
75199	0.429
75327	0.333
75328	0.333
75343	0.333
75346	0.5
75358	0.5
75388	0.333
75400	0.333
75403	0.333
75418	0.25
75478	0.167
75507	0.125
75509	0.125
75511	0.5
75533	0.429
75535	0.429
75540	0.0714
75655	0.0714
75656	0.0714
75657	0.0714
75661	0.3
75690	0.143
75691	0.143
75718	0.5
75733	0.4
75757	0.25
75763	0.2
75775	0.167
75799	0.143
75813	0.222
75814	0.222
75817	0.4
75829	0.444
75871	0.273
75886	0.364
75900	0.444
75937	0.111
75940	0.222
75946	0.222
75964	0.2
75976	0.2
76003	0.25
76005	0.25
76006	0.25
76289	0.143
76456	0.25
76479	0.364
76498	0.364
76516	0.333
76543	0.333
76555	0.25
76606	0.286
76618	0.286
76624	0.375
76650	0.333
76714	0.3
76731	0.222
76732	0.125
76733	0.125
76762	0.231
76966	0.25
76972	0.25
76987	0.5
76988	0.5
76989	0.5
77044	0.429
77120	0.364
77140	0.273
77146	0.273
77167	0.2
77242	0.333
77281	0.25
77295	0.25
77308	0.25
77344	0.25
77347	0.25
77362	0.333
77377	0.333
77404	0.333
77409	0.2
77470	0.5
77476	0.5
77626	0.3
77651	0.333
77665	0.143
77679	0.143
77688	0.143
77730	0.5
77731	0.5
78310	0.25
78314	0.4
78383	0.4
78429	0.4
78439	0.4
78466	0.333
78469	0.333
78485	0.333
78487	0.333
78488	0.333
78490	0.25
78501	0.25
78505	0.25
78524	0.2
78527	0.2
78534	0.2
78686	0.4
79273	0.429
79291	0.143
79292	0.25
79334	0.286
79370	0.4
79379	0.5
79384	0.25
79397	0.5
79406	0.167
79418	0.5
79427	0.2
79428	0.2
79435	0.25
79576	0.333
79603	0.333
79822	0.333
79852	0.333
79893	0.333
79903	0.333
79909	0.333
79930	0.143
79931	0.286
79974	0.429
79989	0.429
79992	0.5
80004	0.375
80036	0.3
80049	0.25
80052	0.167
80090	0.444
80099	0.222
80109	0.125
80118	0.111
80136	0.111
80139	0.1
80571	0.333
80588	0.25
80589	0.25
80633	0.5
80636	0.5
80655	0.5
80658	0.5
80661	0.5
80702	0.333
80807	0.125
80811	0.25
80837	0.25
80900	0.2
80930	0.25
80945	0.333
80975	0.333
80988	0.333
81004	0.333
81026	0.333
81029	0.333
81074	0.2
81083	0.429
81089	0.429
81095	0.375
81137	0.429
81180	0.111
81200	0.1
81201	0.1
81204	0.0909
81220	0.417
81242	0.333
81254	0.444
81269	0.5
81320	0.222
81323	0.333
81349	0.2
81350	0.2
81353	0.5
81354	0.25
81359	0.333
81365	0.333
81368	0.333
81371	0.333
81410	0.333
81897	0.143
81909	0.375
82164	0.125
82188	0.2
82197	0.5
82230	0.4
82287	0.5
82401	0.333
82413	0.25
82422	0.25
82468	0.5
82493	0.0833
82617	0.111
82620	0.111
82767	0.143
82768	0.143
83116	0.1
83136	0.1
83171	0.273
83198	0.5
83207	0.25
83208	0.25
83210	0.222
83219	0.417
83255	0.182
83303	0.455
83358	0.286
83359	0.286
83378	0.167
83379	0.167
83380	0.2
83381	0.2
83471	0.5
83474	0.5
83489	0.4
83528	0.143
83529	0.143
83530	0.143
83763	0.143
83922	0.333
84125	0.143
84128	0.1
84210	0.231
84279	0.0769
84327	0.0769
84424	0.111
84534	0.111
84669	0.222
84678	0.222
84679	0.111
84698	0.1
84706	0.2
84733	0.1
84745	0.1
84754	0.1
84758	0.1
85025	0.333
85127	0.286
85133	0.286
85139	0.286
85145	0.286
85147	0.286
85153	0.2
86289	0.429
86350	0.25
86394	0.5
86406	0.333
86430	0.333
86561	0.5
86624	0.143
86626	0.143
86642	0.0769
86758	0.0769
86768	0.0714
86808	0.25
86829	0.125
86841	0.125
86861	0.222
86902	0.167
86922	0.222
86931	0.222
86936	0.444
86940	0.222
86973	0.222
86987	0.462
87003	0.364
87009	0.455
87012	0.273
87027	0.25
87045	0.25
87054	0.286
87081	0.286
87198	0.333
87204	0.222
87207	0.222
87213	0.222
87240	0.125
87277	0.333
87300	0.5
87303	0.333
87469	0.4
87489	0.5
87542	0.5
87577	0.5
87629	0.5
87853	0.2
87874	0.429
87912	0.1
87952	0.455
88078	0.25
88099	0.333
88315	0.143
88411	0.111
88413	0.0909
88414	0.0909
88423	0.25
88561	0.0833
88563	0.1
88564	0.125
88606	0.286
88626	0.125
88640	0.25
88671	0.333
89158	0.167
89421	0.2
89439	0.111
89445	0.1
89446	0.1
89447	0.1
89650	0.0769
89661	0.154
89682	0.167
89716	0.0714
89745	0.2
89865	0.4
89979	0.25
89990	0.25
89992	0.25
89998	0.25
90006	0.2
90018	0.25
90228	0.333
90405	0.4
90411	0.444
90423	0.417
90448	0.444
90458	0.111
90465	0.444
90526	0.1
90562	0.0909
90579	0.3
90612	0.143
90670	0.143
90672	0.143
90673	0.143
90675	0.143
90713	0.25
90714	0.25
90849	0.2
90890	0.125
90892	0.125
90896	0.125
90897	0.125
90940	0.0833
90942	0.0909
90960	0.231
91039	0.111
91042	0.1
91043	0.1
91059	0.2
91062	0.111
91064	0.111
91073	0.2
91085	0.125
91086	0.125
91087	0.125
91090	0.125
91092	0.125
91094	0.143
91164	0.333
91385	0.4
91404	0.4
91419	0.4
91431	0.429
91437	0.429
91500	0.25
91527	0.375
91536	0.286
91545	0.143
91572	0.444
91608	0.167
91644	0.125
91656	0.333
91724	0.0714
91725	0.0769
91734	0.5
91745	0.0769
91779	0.429
91782	0.429
91784	0.429
91992	0.1
91994	0.1
92212	0.0769
92313	0.375
92406	0.167
92454	0.222
92457	0.222
92499	0.125
92505	0.125
92507	0.25
92511	0.273
92517	0.182
92580	0.222
92587	0.111
92604	0.111
92607	0.222
92634	0.5
92745	0.0909
92763	0.1
92778	0.3
92787	0.0833
92789	0.0833
92790	0.333
92792	0.0769
