site_id	W20_D1	W21_D1	W19_D1
16277	41	40	43
16639	34	34	30
16814	38	39	49
16836	37	33	45
16837	37	33	42
16838	36	32	44
16966	49	49	36
17085	34	49	44
17088	30	46	32
17090	29	51	39
17091	29	50	37
17093	28	48	39
17114	27	49	45
17762	25	34	36
18243	48	49	43
18436	46	49	45
18534	43	57	54
18933	48	57	41
18982	53	44	38
19116	54	55	45
19240	46	46	40
19254	48	48	40
19279	61	53	54
19303	51	48	48
19407	33	34	33
19423	36	30	31
19435	24	30	26
19462	27	26	35
19470	32	35	30
19471	32	35	33
19534	33	38	47
19537	33	38	45
19597	30	38	41
19684	30	45	54
19685	30	42	54
19687	30	45	59
19808	37	29	45
20354	40	47	50
20384	37	51	50
20387	41	53	49
20493	56	39	66
20495	53	39	63
20590	59	37	49
20647	52	47	37
20728	56	45	48
20789	59	36	45
20790	64	41	47
20927	52	40	52
20934	54	41	53
20935	55	46	53
21084	53	44	36
21096	56	45	44
21109	46	42	36
21254	38	49	39
21727	54	33	43
22089	37	54	42
22214	42	57	42
22278	38	34	48
22362	43	46	46
22448	34	30	32
22459	31	36	30
22462	31	34	30
22665	50	50	51
22769	40	39	50
22882	56	54	42
22949	59	43	39
23045	33	42	42
23111	39	54	52
23129	37	55	48
23196	42	50	53
23288	49	40	52
23317	38	41	54
23562	49	43	42
23638	52	49	55
23942	48	31	32
23945	49	28	33
23962	40	29	33
23967	41	25	33
24032	56	46	37
24085	57	51	40
24092	57	44	39
24191	48	46	46
24343	55	53	51
24344	55	57	54
24346	55	55	55
24348	54	57	58
24350	56	55	60
24352	54	49	56
24353	53	53	60
24355	57	50	61
24359	57	54	61
24376	55	54	65
24465	47	33	48
24467	45	32	46
24471	38	34	46
24493	50	36	48
24499	50	36	46
24501	46	39	43
24532	44	41	38
24693	53	32	35
24929	24	35	29
24931	26	34	28
24932	25	32	32
24934	24	32	31
24944	27	31	33
24956	32	30	29
24978	32	28	38
25040	35	27	28
25043	38	27	27
25045	38	31	30
25113	33	32	40
25168	33	27	38
25171	32	23	36
25176	32	25	41
25224	28	34	50
25347	45	41	66
25348	46	41	68
25413	39	39	57
25424	39	42	56
25735	32	29	34
25773	37	28	35
25777	35	30	34
25783	37	25	28
25796	39	21	26
25835	32	24	22
25844	31	24	19
25845	30	25	23
25860	30	26	26
25877	30	25	26
25896	35	27	29
25956	32	51	38
25985	38	47	37
26034	40	46	31
26045	41	51	41
26106	44	40	44
26107	43	38	45
26181	48	43	55
26183	50	44	56
26186	48	44	55
26250	38	34	33
26251	36	35	32
26291	35	49	36
26395	32	60	50
26396	31	60	52
26400	40	66	50
26439	30	56	44
26470	31	53	50
26478	31	49	45
26497	30	55	46
26707	28	36	33
26715	26	34	35
26733	29	39	42
26736	27	33	40
26865	35	40	45
26879	46	53	49
26881	47	52	47
26993	48	59	48
27007	50	60	46
27015	55	61	53
27016	53	55	48
27043	51	46	47
27045	53	44	47
27400	65	54	54
27441	55	55	40
27444	60	57	39
27614	64	50	69
27663	50	51	64
27706	57	54	68
27917	49	56	51
27918	54	53	52
27919	52	54	52
27947	54	60	54
28007	54	47	58
28038	50	45	46
28039	53	53	50
28040	52	52	51
28071	57	47	43
28153	58	55	36
28176	58	46	45
28186	58	52	41
28230	55	52	39
28248	53	53	38
28313	56	65	58
28548	31	32	37
28554	29	31	39
28576	31	34	43
28686	29	34	36
28761	27	33	36
28886	25	20	39
28897	30	25	40
28917	32	23	40
28941	41	25	45
28942	40	24	44
28943	40	25	41
28982	30	33	44
29036	31	45	48
29043	31	48	56
29046	30	51	57
29094	29	60	57
29184	45	51	52
29187	42	44	45
29190	41	48	42
29191	43	47	47
29192	41	47	45
29198	41	46	39
29334	59	59	61
29417	62	62	63
29470	65	69	72
29472	70	72	71
29515	49	73	68
29531	55	70	63
29867	34	29	34
29894	39	47	45
30043	71	66	53
30052	67	56	50
30143	52	64	52
30162	61	62	56
30455	40	51	47
30514	39	51	39
30528	40	49	42
30579	39	52	44
30631	49	57	51
30653	45	44	54
30759	45	46	52
30760	45	45	53
30783	41	49	50
30908	52	56	64
30911	50	56	66
30937	45	54	61
30938	46	54	61
30939	43	51	55
31162	46	58	57
31411	43	63	63
31616	42	43	54
31632	45	42	56
31639	45	44	53
31640	46	45	54
31642	47	45	53
31713	58	47	52
31791	52	48	44
31911	43	35	56
31980	26	28	41
32082	69	58	71
32085	70	61	71
32409	62	48	52
32714	42	46	51
32779	27	45	45
32795	40	46	45
32822	44	48	36
32862	54	43	38
32931	59	37	40
32962	47	34	36
32963	51	35	33
33087	49	41	48
33108	45	42	47
33109	44	42	43
33114	42	42	43
33190	37	40	39
33326	35	50	52
33327	36	48	54
33328	38	50	54
33367	44	57	45
33462	50	46	57
33477	51	54	61
33607	41	39	66
33665	41	49	59
33721	37	41	53
33944	22	42	46
33945	22	39	44
33946	21	37	45
33948	22	43	52
34092	31	37	53
34166	33	43	44
34254	31	45	20
34277	29	38	16
34278	29	41	18
34280	26	42	16
34301	35	41	15
34343	27	41	15
34348	31	49	18
34352	27	52	18
34502	41	42	62
34602	43	51	67
34691	47	58	66
34841	40	51	40
34918	51	66	56
34979	62	68	61
35008	64	67	66
35021	62	63	64
35149	47	55	66
35255	36	50	69
35325	40	51	61
35348	45	56	62
35349	46	53	58
35350	47	51	61
35392	60	52	65
35460	54	52	60
35473	52	53	59
35493	50	49	54
35804	68	53	63
35850	73	45	51
35909	63	52	47
35951	82	46	51
36059	74	48	54
36115	57	50	40
36116	54	48	41
36347	47	51	54
36348	48	49	56
36510	53	38	47
36607	49	48	43
36666	39	41	36
36680	40	39	38
36837	33	41	36
36852	27	36	35
37123	48	37	35
37134	57	40	34
37205	57	51	33
37503	62	67	60
37529	60	66	68
37548	64	57	71
37550	60	53	64
37700	53	60	55
37701	53	61	59
37786	31	59	46
37795	38	58	47
37800	39	55	54
38152	51	36	43
38174	47	43	33
38282	24	41	46
38353	51	47	45
38451	61	52	48
38486	62	57	52
38545	49	45	58
38570	53	54	68
38576	48	49	61
38673	36	51	54
38809	53	54	59
38810	58	57	59
38815	56	66	64
38816	57	67	64
38936	64	77	54
38960	62	81	51
38965	63	74	51
38966	62	73	53
39050	63	63	54
39201	48	58	43
39202	47	58	44
39302	54	47	50
39433	45	54	60
39495	45	66	71
39500	44	51	70
39700	47	48	67
39715	55	57	73
39912	53	51	60
39914	53	50	60
39916	53	51	61
39918	54	52	61
39930	50	48	50
39969	48	41	57
40059	55	45	68
40061	56	48	71
40063	56	45	74
40066	55	42	72
40169	33	31	41
40170	32	31	37
40173	32	31	43
40174	29	31	40
40317	66	39	47
40320	65	40	49
40324	71	40	50
40353	63	32	42
40355	60	30	40
40570	62	30	51
40617	64	29	43
40781	60	47	60
40893	44	42	45
41307	43	47	50
41384	26	31	37
41392	25	36	38
41393	25	33	38
41395	25	33	37
41587	48	60	59
41667	61	47	62
41761	59	52	67
42091	55	34	48
42092	53	28	39
42093	57	35	47
42195	59	47	53
42239	58	48	56
42242	64	58	59
42262	53	53	54
42263	54	54	52
42264	54	52	53
42268	57	54	57
42301	56	62	54
42412	73	51	57
42413	74	53	58
42414	73	50	57
42415	75	51	55
42464	65	47	53
42496	61	44	49
42498	58	44	49
42516	57	45	54
42640	58	53	66
42663	50	52	62
42738	56	47	54
42739	55	48	55
42740	57	49	56
42742	57	48	54
42892	39	38	53
42940	43	45	55
43032	37	49	48
43043	36	53	47
43079	45	53	42
43094	46	55	44
43334	46	66	42
43529	36	56	56
43535	36	55	67
43549	36	53	58
43550	37	55	60
43665	49	58	65
43670	53	61	62
43700	51	47	49
43957	57	48	42
44156	42	49	46
44198	44	48	49
44200	47	47	54
44306	51	36	53
44344	61	49	59
44345	59	48	55
44347	57	47	57
44348	58	50	59
44405	45	43	46
44406	43	43	44
44460	47	58	56
44469	51	51	57
44583	52	44	66
44610	44	45	58
44722	27	58	50
44724	28	56	48
44727	30	59	44
44808	21	44	34
44813	22	44	33
44868	34	46	31
44871	34	46	31
44872	33	46	30
44873	34	45	31
44896	37	46	28
44897	36	47	29
44964	52	51	46
45194	73	63	58
45195	74	61	58
45196	74	60	54
45229	56	51	51
45279	53	53	47
45441	42	49	54
45443	42	47	53
45515	54	53	57
45518	43	47	52
45699	58	44	42
45721	64	55	50
45885	37	52	43
45896	32	52	40
45905	36	49	40
46013	40	46	41
46154	42	47	46
46205	39	51	45
46339	31	50	43
46374	36	56	47
46375	36	52	45
46501	52	54	62
46527	59	42	74
46700	42	77	52
46719	38	78	62
47020	36	50	43
47043	37	48	44
47044	37	52	44
47046	36	46	39
47051	42	57	47
47123	42	53	47
47124	44	57	50
47125	43	55	48
47126	42	56	47
47190	45	56	46
47223	46	49	41
47272	55	57	54
47277	59	62	57
47278	57	59	54
47372	37	45	55
47373	37	47	54
47561	35	40	63
47564	25	41	56
47714	38	48	31
47790	26	39	24
47799	28	38	33
47801	29	36	31
47861	37	48	43
47944	39	46	52
47946	40	45	50
47987	47	45	49
48031	44	48	54
48340	52	38	41
48607	57	38	32
48649	52	46	44
48692	53	56	40
48693	57	64	41
48694	55	65	42
48767	59	75	64
48768	59	73	67
48804	54	58	55
48840	67	69	59
48847	65	55	58
48913	76	68	66
48927	70	57	63
49058	46	50	75
49059	46	50	78
49060	46	43	69
49061	47	49	69
49230	76	41	71
49397	75	60	45
49430	67	51	44
49431	71	56	46
49566	50	56	55
49572	52	55	58
49606	42	45	53
49712	29	38	57
49719	31	48	56
49720	27	44	55
49721	29	48	54
49824	42	45	46
49873	45	47	62
50003	40	36	56
50470	40	37	51
50731	49	56	64
50929	34	48	51
51115	73	66	45
51246	64	63	39
51359	61	47	54
51515	68	43	46
51578	73	47	58
51595	82	56	69
51821	74	70	53
51919	84	83	68
51986	57	58	65
52093	68	67	72
52094	67	65	73
52190	58	55	55
52202	65	59	58
52204	66	61	56
52205	63	54	53
52237	65	63	79
52238	66	65	81
52241	65	62	80
52242	65	59	77
52533	54	66	51
52581	66	60	52
52635	63	50	45
52680	78	57	52
52681	81	61	53
52919	87	50	49
52937	89	49	49
53035	74	43	51
53267	64	44	49
53591	51	66	60
53649	59	63	55
53724	43	60	51
54085	48	55	48
54086	45	53	52
54101	48	45	45
54166	50	42	45
54235	37	45	41
54236	45	53	42
54237	44	55	42
54245	41	50	43
54246	42	48	44
54363	37	36	41
54446	51	44	43
54587	54	53	45
54741	30	35	36
54800	33	47	45
54801	33	46	42
54843	43	50	38
54950	47	49	36
54951	50	52	39
54971	45	55	41
55025	48	62	51
55065	41	46	49
55102	46	48	50
55173	40	50	49
55174	42	49	52
55178	43	52	50
55179	42	48	48
55252	40	66	59
55303	47	70	56
55304	46	70	57
55319	45	69	49
55338	44	71	50
55350	46	78	51
55450	41	58	45
55645	35	47	53
55689	34	42	40
55741	29	32	37
55750	31	34	28
55766	28	34	38
56154	53	49	39
56223	57	50	41
56226	55	49	42
56266	59	42	45
56339	39	29	48
56359	48	28	52
56360	49	30	50
56363	48	31	52
56364	51	30	55
56463	51	41	69
56489	45	39	63
56490	45	34	61
56511	38	37	62
56512	35	38	58
56513	37	37	60
56517	30	34	50
56598	34	43	61
56663	33	41	49
57049	44	56	52
57166	32	57	62
57382	24	53	36
57460	36	50	49
57519	39	43	48
57532	39	52	50
57610	35	56	40
57637	29	57	40
58252	41	37	46
58462	56	72	53
58471	42	55	39
58491	41	49	39
58576	49	63	45
58647	43	70	52
58672	44	71	59
58738	41	49	53
58739	39	49	54
58806	44	44	43
58807	46	42	42
58809	48	41	40
58844	57	47	45
58889	65	44	53
58890	64	43	50
58998	46	47	46
59115	46	40	36
59147	54	39	39
59149	54	35	38
59177	58	38	42
59298	54	62	43
59299	54	61	42
59424	42	44	36
59459	43	38	38
59479	43	35	46
59524	34	25	38
59539	34	29	36
59549	37	26	38
59579	32	21	29
59594	25	26	28
59629	27	34	36
59670	42	56	47
59786	62	66	68
59820	55	66	71
59935	40	49	66
59954	37	50	66
59957	36	48	62
60011	41	38	49
60055	54	39	58
60220	32	23	25
60238	38	21	17
60256	33	34	15
60288	41	38	19
60289	38	37	17
60291	35	32	18
60310	34	31	18
60313	34	32	17
60585	39	39	47
60632	35	33	43
60634	33	33	42
60636	36	38	37
60782	47	52	43
60783	50	50	42
60785	46	46	44
60790	42	40	39
60791	44	41	40
60838	34	28	37
60840	34	25	36
60883	38	28	32
60884	37	27	32
60886	38	28	34
60888	39	26	32
60890	38	27	32
60891	38	26	33
60899	37	26	31
60900	36	25	32
60932	33	27	25
60934	32	26	26
60964	40	29	29
61308	74	52	54
61351	86	56	56
61711	52	42	47
61714	55	41	46
61745	52	39	35
61787	44	36	37
61900	43	34	61
62153	65	41	56
62253	83	55	52
62273	73	42	41
62359	61	43	55
62445	59	43	45
62675	39	39	51
62793	57	55	47
62889	39	29	48
62919	35	33	44
63148	34	45	57
63498	29	33	37
63563	36	50	44
63565	34	47	44
63711	51	47	51
63713	52	44	51
63733	54	60	51
63734	52	62	52
63735	51	59	49
63736	51	60	51
63751	47	57	48
63818	44	45	39
63883	30	28	52
63885	32	29	53
64206	37	52	56
64273	61	56	51
64275	64	58	52
64280	65	57	48
64285	63	54	50
64381	52	46	45
64432	32	48	45
64434	32	47	43
64541	40	60	45
64837	38	38	39
65006	46	45	52
65227	27	44	34
65242	27	40	35
65283	23	36	33
65293	21	39	37
65295	23	41	39
65298	26	43	42
65321	35	36	39
65443	63	55	54
65444	61	51	52
65445	65	50	54
65470	54	50	48
65500	56	53	41
65577	50	54	45
65986	54	53	60
65993	56	56	65
66076	65	36	64
66096	65	35	67
66421	62	47	75
66433	56	51	55
66653	51	61	70
66998	36	43	57
67015	38	44	59
67156	32	36	46
67180	27	30	43
67206	35	35	44
67209	36	35	46
67212	33	35	39
67213	33	37	44
67214	33	41	42
67215	35	43	44
67351	42	42	45
67352	44	46	45
67353	45	42	47
67366	47	37	36
67367	47	40	37
67420	44	44	36
67427	47	44	41
67484	45	44	42
67489	51	47	43
67501	48	46	39
67582	49	35	41
67645	52	38	43
67735	61	46	44
67858	54	53	41
68008	49	46	40
68009	48	48	40
68193	19	39	33
68275	27	36	37
68369	45	56	37
68772	27	55	45
68774	27	48	44
68898	30	52	66
68912	33	57	70
68921	30	54	67
68924	31	51	72
68943	30	50	68
68990	38	49	59
69112	23	33	37
69267	43	50	49
69269	44	49	48
69308	42	51	48
69354	47	49	34
69376	50	47	41
69377	49	50	42
69378	49	49	40
69416	59	47	29
69418	57	45	29
69448	46	40	28
69527	45	60	39
69528	44	58	37
69597	34	59	50
69831	40	46	44
69946	40	57	34
69969	44	52	36
70055	46	54	38
70110	45	50	37
70254	44	43	28
70255	42	39	27
70258	45	38	28
70262	37	40	28
70403	41	52	36
70405	44	53	42
70407	44	53	37
70538	43	46	41
70686	48	33	46
70687	49	34	47
71254	49	43	42
71448	28	43	25
71461	26	41	28
71465	30	39	28
71583	70	51	43
71745	49	40	58
71748	48	44	54
71919	56	54	54
71959	54	51	48
71984	56	54	55
72100	77	51	56
72146	75	49	51
72190	75	52	48
72195	70	50	52
72196	72	49	50
72199	63	43	45
72201	65	44	40
72272	43	56	55
72625	53	55	38
72658	56	57	49
72683	52	54	53
72746	46	60	53
72835	56	65	70
72900	63	54	58
72953	54	68	77
72962	63	79	84
72963	57	76	77
73108	56	51	50
73110	52	51	49
73113	51	43	45
73330	55	45	42
73331	51	46	38
73419	52	55	40
73475	56	41	30
73477	55	40	30
73994	40	27	30
74238	44	34	46
74265	55	47	47
74362	54	47	42
74414	39	35	39
74415	41	34	44
74420	36	29	36
74436	33	27	35
74591	47	39	63
74804	44	41	54
75143	58	50	40
75145	59	52	41
75257	55	42	50
75335	66	34	57
75429	49	35	49
75552	42	43	43
75596	41	40	49
75683	35	38	44
75700	36	37	41
75841	40	45	39
75843	41	50	42
75932	38	63	47
75991	42	68	51
76187	37	41	65
76329	63	60	54
76594	60	59	61
76707	64	55	75
76729	51	56	73
77159	53	30	34
77161	49	30	35
77300	44	29	39
77309	45	29	38
77384	55	33	39
77486	59	34	48
77573	52	39	49
77637	54	51	57
77641	56	53	60
77724	57	62	68
78190	69	60	56
78231	75	58	57
78235	81	53	58
78366	49	44	54
78461	40	47	55
78558	33	57	52
78809	45	44	65
78810	44	45	69
78811	46	44	70
78812	43	36	65
78821	53	41	69
78882	52	39	50
78883	53	39	49
78886	52	39	51
78958	57	54	58
78959	56	56	60
78969	50	52	61
78970	52	54	58
78972	51	55	58
79068	37	56	54
79142	42	51	58
79143	40	46	56
79212	38	43	55
79292	35	46	49
79293	37	47	50
79356	44	46	48
79711	40	38	33
79714	36	34	28
79735	34	32	33
79749	38	30	29
79788	31	20	25
79810	26	15	22
79811	23	16	22
79836	31	31	27
79837	32	28	26
79838	32	30	26
79864	25	32	24
79895	22	32	23
79897	22	30	23
79911	23	30	21
79946	24	33	25
79958	26	38	25
79964	25	37	24
79970	27	36	25
79976	30	34	27
79977	34	38	27
79984	31	28	24
79995	30	25	26
80033	31	21	29
80034	31	21	33
80044	29	20	29
80063	32	20	30
80067	34	18	29
80072	36	21	31
80073	36	21	31
80222	36	39	43
80276	50	26	46
80335	56	45	54
80336	54	46	52
80337	57	46	53
80499	63	39	52
80502	56	36	50
80504	63	39	57
80554	65	49	61
80650	58	47	52
80653	52	46	49
80654	54	45	51
80666	55	41	46
80921	59	62	59
81293	30	31	37
81303	34	31	40
81359	39	28	46
81475	45	29	32
81495	48	36	34
81820	36	45	39
81896	36	41	49
81898	35	38	49
82040	47	49	46
82042	44	50	49
82165	58	54	54
82268	50	49	52
82428	13	8	6
82429	13	8	7
82430	14	6	7
82433	12	5	8
82441	40	33	62
82513	50	30	63
82704	47	47	88
82706	46	47	86
82707	45	47	88
82713	51	44	82
82840	66	53	62
82842	71	59	65
82843	67	59	57
82844	65	56	60
82845	69	57	62
82846	67	57	62
82849	68	56	68
82850	68	61	67
82851	62	58	64
82854	69	62	67
82865	59	54	73
82867	60	55	73
82868	60	56	73
82881	65	49	76
82991	66	60	68
82993	66	56	66
83000	67	57	62
83001	65	54	63
83014	58	51	48
83015	59	54	50
83017	58	51	46
83099	62	54	45
83254	58	42	57
83256	58	40	56
83280	55	43	49
83400	63	53	47
83402	64	55	49
83404	60	47	49
83500	67	48	50
83545	64	44	49
83588	63	45	48
83590	63	45	52
83669	56	58	78
83761	48	54	47
83775	51	69	49
83802	51	63	34
83831	48	51	30
83885	49	68	32
83909	42	63	27
83910	43	62	28
83911	45	66	28
84002	56	54	44
84058	59	59	45
84060	57	52	43
84432	54	37	58
84722	47	49	34
84774	48	36	39
84800	52	44	35
84818	55	39	36
84918	40	40	33
85147	74	57	62
85199	67	63	71
85247	64	52	71
85341	67	48	57
85517	55	38	63
85518	52	32	61
85519	54	36	61
85521	57	33	57
85652	50	44	79
85677	47	45	85
85701	50	40	69
85702	51	42	69
85704	53	38	70
85712	53	43	69
85780	53	59	68
85783	55	60	65
85785	59	58	68
85946	46	55	58
85957	44	59	59
86009	47	61	48
86014	55	75	49
86077	51	60	37
86084	51	61	39
86139	60	62	49
86369	43	53	41
86401	50	56	42
86402	45	51	44
86403	48	51	42
86549	67	49	38
86550	64	49	40
86551	65	57	46
86552	64	50	42
86553	65	57	44
86699	42	61	43
86700	44	67	44
86821	32	48	50
86823	33	46	53
86864	33	43	60
86865	36	44	57
86867	36	43	57
86869	40	48	59
86871	41	47	61
86905	49	51	58
87016	52	52	53
87018	52	54	54
87019	49	50	51
87341	65	54	49
87363	65	56	54
87528	61	53	55
87775	56	58	66
87847	64	55	51
87910	63	58	54
88138	55	46	55
88304	53	36	50
88346	50	43	44
88633	55	49	45
89003	29	53	48
89024	19	40	39
89048	16	37	32
89049	16	34	31
89066	9	33	25
89088	6	24	17
89155	2	2	3
89157	7	3	4
89158	8	3	5
89159	8	4	5
89226	23	20	15
89241	30	24	27
89296	34	33	32
89303	32	26	29
89305	31	30	29
89306	31	30	31
89322	24	26	28
89337	22	25	22
89411	3	3	2
89458	13	14	8
89459	13	15	8
89461	14	14	10
89474	24	24	15
89488	31	25	18
89494	33	28	19
89522	38	34	26
89989	41	39	48
90127	31	25	23
90128	31	25	23
90129	30	26	22
90149	37	23	28
90156	38	25	26
90181	35	23	33
90190	35	23	33
90191	34	24	34
90193	36	23	36
90300	41	41	33
90344	40	38	20
90349	38	39	22
90360	41	48	31
91044	56	50	47
91150	44	37	47
91200	41	47	53
91305	33	48	39
91331	38	54	38
91539	60	47	39
91611	57	56	50
91898	51	46	45
91988	35	32	47
92063	35	36	42
92068	27	35	39
92069	28	32	33
92086	32	33	35
92088	30	31	35
92091	29	27	37
92092	28	29	35
92128	34	37	43
92427	35	38	24
92458	36	39	25
92464	37	36	25
92517	33	39	23
92533	37	37	25
92785	66	52	53
92883	50	55	52
93025	52	56	51
93124	53	59	47
93177	51	52	49
93254	41	41	48
93430	52	54	37
93570	50	50	40
93679	52	64	54
93954	46	50	41
94124	38	48	44
94201	39	59	53
94275	47	61	57
94276	43	61	56
94277	46	59	55
94278	45	60	55
94348	41	56	46
94405	42	44	39
94440	42	37	52
94557	43	39	79
94655	57	47	79
94740	54	48	72
94795	50	40	78
94840	51	41	64
95494	37	27	57
95592	28	38	41
95663	40	47	41
95664	39	42	40
95665	42	47	48
95675	48	46	46
95794	36	49	48
95888	35	51	44
96140	39	49	47
96141	40	47	50
96143	42	48	48
96247	36	50	50
96249	36	52	52
96254	35	54	50
96266	39	55	52
96399	55	47	61
96401	55	54	67
96497	48	44	64
96510	46	47	67
96533	43	50	67
96550	49	44	57
96551	47	47	59
96552	46	45	52
96555	43	44	51
96558	44	45	52
96866	52	39	50
97155	29	32	35
97161	32	32	36
97197	29	32	31
97198	32	33	35
97202	32	30	34
97618	55	78	47
97634	57	73	54
97647	62	69	54
97669	53	73	52
97691	60	69	55
97877	41	49	59
98149	46	61	59
98272	50	69	55
98343	40	69	50
98377	52	59	60
98441	57	52	60
98448	55	51	60
98560	43	56	62
98672	30	26	27
98673	23	20	22
98674	26	23	24
98748	6	2	2
98749	6	3	2
98751	6	3	2
98752	6	3	2
98794	22	20	17
98796	24	19	19
98808	27	25	26
98811	29	27	25
98815	30	25	26
98946	74	48	69
98987	72	52	64
99089	61	60	47
99093	58	54	46
99137	52	51	47
99160	47	47	50
99192	48	43	47
99193	51	44	49
99195	52	42	55
99234	45	40	43
99341	43	41	42
99343	51	46	45
99345	50	44	41
99346	50	43	40
99590	38	36	60
99640	38	35	64
99696	32	49	58
99699	29	51	56
99712	30	49	50
99767	33	44	41
99837	41	39	39
99839	39	36	36
99842	48	39	36
99844	47	37	37
99846	46	39	36
99991	39	39	51
99992	42	40	50
99994	42	37	47
99998	38	41	48
100008	39	41	45
100121	53	45	52
100142	48	46	46
100157	47	46	42
100158	49	49	41
100484	55	51	48
100581	60	47	45
100696	53	36	51
100697	51	37	51
100698	52	36	52
100699	46	35	46
100775	39	39	60
100780	41	41	60
100850	42	64	55
100986	48	56	70
101027	41	55	60
101038	45	57	62
101060	45	60	63
101118	35	62	43
101286	38	31	64
101573	63	53	67
101577	64	54	68
101579	63	53	68
101580	60	54	67
101582	58	50	67
101609	61	52	65
101644	59	42	72
101646	60	47	70
101665	63	48	67
101704	61	48	71
101920	44	54	43
102087	46	63	49
102206	39	60	61
102288	37	49	44
102492	43	43	64
102505	38	31	55
102558	45	31	63
102638	49	38	41
102766	43	51	44
102834	48	43	59
102900	47	43	68
103045	57	50	51
103184	53	48	65
103215	50	43	55
103340	41	53	45
103672	49	40	35
103742	33	41	46
103821	35	36	52
103839	30	25	44
